Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,21000000.0,34000000.0,95000000.0,95000000.0,124800000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,21000000.0,34000000.0,95000000.0,95000000.0,124800000.0
Receivables,617000000.0,727000000.0,667000000.0,617000000.0,596400000.0
Inventories,197000000.0,238000000.0,193000000.0,218000000.0,188100000.0
Total current assets,867000000.0,1046000000.0,976000000.0,960000000.0,945200000.0
Property, Plant & Equipment Net,508000000.0,576000000.0,608000000.0,718000000.0,696500000.0
Goodwill and Intangible Assets,259000000.0,242000000.0,215000000.0,229000000.0,91500000.0
Long-term investments,0.0,0.0,0.0,0.0,25800000.0
Tax assets,31000000.0,67000000.0,57000000.0,36000000.0,30200000.0
Total non-current assets,887000000.0,968000000.0,976000000.0,1051000000.0,923900000.0
Total assets,1754000000.0,2014000000.0,1952000000.0,2011000000.0,1869100000.0
Payables,372000000.0,406000000.0,294000000.0,289000000.0,288500000.0
Short-term debt,108000000.0,123000000.0,52000000.0,2000000.0,800000.0
Total current liabilities,679000000.0,768000000.0,583000000.0,494000000.0,496300000.0
Long-term debt,659000000.0,699000000.0,742000000.0,3000000.0,0.0
Total debt,767000000.0,822000000.0,794000000.0,5000000.0,800000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,2000000.0,152000000.0,99700000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,897000000.0,998000000.0,1129000000.0,240000000.0,198300000.0
Total liabilities,1576000000.0,1766000000.0,1712000000.0,734000000.0,694600000.0
Other comprehensive income,-584000000.0,-476000000.0,-531000000.0,-205000000.0,-168200000.0
Retained earnings (deficit),-42000000.0,-90000000.0,1000000.0,0.0,
Total shareholders equity,178000000.0,248000000.0,240000000.0,1277000000.0,1174500000.0
Investments,0.0,0.0,0.0,0.0,25800000.0
Net Debt,746000000.0,788000000.0,699000000.0,-90000000.0,-124000000.0
Other Assets,32000000.0,47000000.0,21000000.0,30000000.0,35900000.0
Other Liabilities,199000000.0,239000000.0,237000000.0,203000000.0,207000000.0
