Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,2635242.0,1852152.0,1542352.0,1340961.0,1342258.0,1145348.0
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,12142470.0,3002240.0,5666284.0,5956771.0,495727.0,3831419.0
Capital Expenditure,-4758942.0,-2082611.0,-478775.0,-1614696.0,-950755.0,-600916.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,116341.0,-3509404.0,-523885.0,1095087.0,-132742.0,-1146919.0
Investing Cash flow,-4748428.0,-5365819.0,-1020870.0,-1950145.0,-1306673.0,-438466.0
Issuance (repayment) of debt,266148.0,3306576.0,-1510962.0,-3678523.0,-4364969.0,-332650.0
Issuance (buybacks) of shares,0.0,0.0,0.0,8497024.0,1174380.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-89084.0,3660157.0,-1510962.0,4818501.0,182350.0,3085.0
Effect of forex changes on cash,-1513411.0,884519.0,-811033.0,-298288.0,11043.0,100052.0
Net cash flow / Change in cash,5791547.0,2181097.0,2323419.0,8526839.0,-617553.0,3496090.0
Free Cash Flow,7383528.0,919629.0,5187509.0,4342075.0,-455028.0,3230503.0
Net Cash/Marketcap,,,,,,
