Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2012-09-30,2011-09-30
Revenue,76035000.0,76000000.0,56330000.0,56000000.0,43322000.0,43000000.0,33447000.0,33000000.0,12488000.0,31000000.0,5409000.0,0.0,50186.0
Revenue Growth,0.000460526315789474,0.349192259897035,0.00589285714285714,0.292645768893403,0.00748837209302326,0.285616049271983,0.0135454545454545,1.64253683536195,-0.597161290322581,4.73118875947495,0.0,-1,0.0
Cost of Revenue,52350000.0,52000000.0,37453000.0,37000000.0,26229000.0,26000000.0,19993000.0,20000000.0,0.0,18000000.0,0.0,-97275.0,50186.0
Gross Profit,23685000.0,24000000.0,18877000.0,19000000.0,17093000.0,17000000.0,13454000.0,13000000.0,12488000.0,12000000.0,5409000.0,97275.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,19622000.0,20000000.0,16911000.0,23000000.0,13291000.0,13000000.0,12140000.0,12000000.0,11055000.0,12000000.0,2648000.0,-59775.0,50186.0
Operating Expenses,23114000.0,25000000.0,20155000.0,27000000.0,16353000.0,17000000.0,14519000.0,15000000.0,13296000.0,14000000.0,2648000.0,0.0,50186.0
Operating Income,-1329000.0,-1000000.0,-8088000.0,-8000000.0,185000.0,0000000.0,-1442000.0,-1000000.0,-1196000.0,-2000000.0,2664000.0,-89956.0,-97275.0
Interest Expense,1127000.0,1000000.0,1243000.0,1000000.0,819000.0,1000000.0,1692000.0,2000000.0,2215000.0,2000000.0,389000.0,0.0,0.0
Earnings before Tax,-2578000.0,-3000000.0,-9644000.0,-10000000.0,-1001000.0,-1000000.0,-6636000.0,-7000000.0,-4919000.0,-5000000.0,2318000.0,0.0,0.0
Income Tax Expense,527000.0,1000000.0,-1429000.0,-1000000.0,197000.0,0000000.0,222000.0,0000000.0,39000.0,0000000.0,219000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,-3105000.0,-3000000.0,-8215000.0,-8000000.0,-1198000.0,-1000000.0,-6858000.0,-7000000.0,-4958000.0,-5000000.0,2099000.0,-89956.0,-89956.0
Preferred Dividends,10400000.0,,6378000.0,,5158000.0,,2358000.0,,0.0,,0.0,0.0,0.0
Net Income Com,-3105000.0,-3000000.0,-8215000.0,-8000000.0,-1198000.0,-1000000.0,-6858000.0,-7000000.0,-4958000.0,-5000000.0,2099000.0,-89956.0,-89956.0
EPS,-0.85,-0.85,-0.89,-0.89,-0.46,-0.46,-0.76,-0.76,-0.46,-0.46,0.0,-0.03,-0.03
EPS Diluted,-0.85,-0.85,-0.89,-0.89,-0.46,-0.46,-0.76,-0.76,-0.46,-0.46,0.0,-0.03,-0.03
Weighted Average Shs Out,15899000.0,16000000.0,16311243.0,16000000.0,13892716.0,14000000.0,12080151.0,12000000.0,11525943.0,12000000.0,0.0,3363742.0,3363742.0
Weighted Average Shs Out (Dil),15899000.0,16000000.0,16311243.0,16000000.0,13892716.0,14000000.0,12080151.0,12000000.0,11525943.0,12000000.0,0.0,3363742.0,3363742.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Gross Margin,0.311501282304,0.31578947368421,0.335114503817,0.33928571428571,0.394557037995,0.3953488372093,0.402248333184,0.39393939393939,0.0,0.38709677419355,0.0,0.0,0.0
EBITDA Margin,0.0420201223121,0.039473684210526,-0.0705130481094,-0.071428571428571,0.0950787128941,0.069767441860465,0.155858522438,-0.060606060606061,0.0,-0,0.0,0.0,0.0
EBIT Margin,-0.0174787926613,-0.013157894736842,-0.143582460501,-0.14285714285714,0.00427034762938,0,-0.0431129847221,-0.15151515151515,0.0,-0.096774193548387,0.0,0.0,0.0
Profit Margin,-0.0408364568949,-0.039473684210526,-0.145837031777,-0.14285714285714,-0.0276533862703,-0.023255813953488,-0.205040810835,-0.21212121212121,0.0,-0.16129032258065,0.0,0.0,0.0
Free Cash Flow margin,0.00359045176563,,0.0144505592047,,0.0559069295046,,-0.146859210094,,0.0671844971172,,0.522462562396,0.0,-1.50806997968
EBITDA,3195000.0,3000000.0,-3972000.0,-4000000.0,4119000.0,3000000.0,5213000.0,-2000000.0,5003000.0,-0000000.0,2761000.0,-89956.0,-97275.0
EBIT,-1329000.0,-1000000,-8088000.0,-8000000,185000.0,0,-1442000.0,-5000000,-1196000.0,-3000000,2664000.0,-89956.0,-97275.0
Consolidated Income,-3105000.0,-3000000.0,-8215000.0,-8000000.0,-1198000.0,-1000000.0,-6858000.0,-7000000.0,-4958000.0,-5000000.0,2099000.0,-89956.0,-89956.0
Earnings Before Tax Margin,-0.033905438285,-0.039473684210526,-0.171205396769,-0.17857142857143,-0.023106043119,-0.023255813953488,-0.198403444255,-0.21212121212121,0.0,-0.16129032258065,0.0,0.0,0.0
Net Profit Margin,-0.0408364568949,-0.039473684210526,-0.145837031777,-0.14285714285714,-0.0276533862703,-0.023255813953488,-0.205040810835,-0.21212121212121,0.0,-0.16129032258065,0.0,0.0,0.0
