date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1986-12-31_FY,1985-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,152337000.0,-387690000.0,83436000.0,148382000.0,95822000.0,45292000.0,107936000.0,87296000.0,-265400000.0,86148000.0,103500000.0,137061000.0,-75140000.0,97114000.0,41536000.0,4049000.0,36007000.0,44018000.0,23074000.0,26418000.0,24381000.0,-83600000.0,11700000.0,5400000.0,-70600000.0,-27600000.0,300000.0,3200000.0,-17000000.0,3200000.0,-2600000.0,13200000.0,4400000.0,5100000.0,-17900000.0
,depreciationAndAmortization,74879000.0,65044000.0,47267000.0,51930000.0,67302000.0,43729000.0,55972000.0,59410000.0,61457000.0,47631000.0,31334000.0,38507000.0,27596000.0,10943000.0,9927000.0,6703000.0,5128000.0,3389000.0,3202000.0,2602000.0,2191000.0,3400000.0,1600000.0,1900000.0,2600000.0,2800000.0,2900000.0,3500000.0,6300000.0,7200000.0,7000000.0,6200000.0,5600000.0,5900000.0,6100000.0
,deferredIncomeTax,48253000.0,-71609000.0,-449000.0,-23096000.0,-10169000.0,22214000.0,21460000.0,9009000.0,-25606000.0,10854000.0,-3826000.0,-10541000.0,-7984000.0,-10668000.0,15273000.0,-3304000.0,159000.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,-21400000.0,19200000.0,-5300000.0,11200000.0,-13200000.0,6200000.0,8300000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,11833000.0,19143000.0,22782000.0,21174000.0,13423000.0,9477000.0,18615000.0,6623000.0,9470000.0,8818000.0,12752000.0,12462000.0,12145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,414964000.0,-176547000.0,85131000.0,173733000.0,157276000.0,47557000.0,326546000.0,39857000.0,190777000.0,-36128000.0,289810000.0,78069000.0,-68472000.0,99569000.0,40617000.0,-24694000.0,52632000.0,9489000.0,22539000.0,12892000.0,32077000.0,-9200000.0,-14400000.0,15200000.0,20300000.0,6600000.0,0.0,0.0,35800000.0,29500000.0,-7900000.0,0.0,0.0,0.0,0.0
,accountsReceivables,0.0,-81983000.0,3899000.0,-57609000.0,-269900000.0,4734000.0,-186384000.0,-62991000.0,50655000.0,6657000.0,-22054000.0,363076000.0,-125064000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,53999000.0,-78243000.0,-32225000.0,56552000.0,139290000.0,33667000.0,59169000.0,-89252000.0,-45278000.0,-101143000.0,-449370000.0,125736000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1816094000.0,1401130000.0,1577677000.0,1492546000.0,1318813000.0,1161537000.0,1113980000.0,787434000.0,747577000.0,556800000.0,592928000.0,303118000.0,225049000.0,293521000.0,193952000.0,153335000.0,178029000.0,125397000.0,115908000.0,93369000.0,80477000.0,48400000.0,57600000.0,72000000.0,56800000.0,36500000.0,29900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,15537000.0,10463000.0,18081000.0,37304000.0,25232000.0,6347000.0,19388000.0,-4956000.0,77574000.0,1033000.0,-36323000.0,10302000.0,22873000.0,17105000.0,0.0,0.0,-317000.0,-39000.0,-101000.0,-332000.0,300000.0,-200000.0,-1000000.0,0.0,17300000.0,-5800000.0,0.0,44800000.0,25100000.0,8900000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,172772000.0,136530000.0,21402000.0,163550000.0,113336000.0,14072000.0,-56678000.0,50728000.0,-67863000.0,-30524000.0,26272000.0,-26047000.0,126054000.0,281530000.0,116906000.0,30339000.0,59766000.0,42576000.0,-3632000.0,2073000.0,42648000.0,27800000.0,29700000.0,12700000.0,-24300000.0,24600000.0,-5000000.0,-1600000.0,55100000.0,70100000.0,35700000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-54781000.0,-84196000.0,-77069000.0,-30280000.0,-15743000.0,-35912000.0,-75013000.0,-42360000.0,-41352000.0,-66747000.0,-25200000.0,-37005000.0,-67541000.0,-23885000.0,-21828000.0,-12347000.0,-4486000.0,-5399000.0,-4510000.0,-4528000.0,-1793000.0,-1600000.0,-1400000.0,-1700000.0,-2100000.0,-2200000.0,-3000000.0,-4400000.0,-14400000.0,-15100000.0,-10700000.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-342000000.0,-31000000.0,-7000000.0,92000000.0,0.0,0.0,-74000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-35167000.0,-20848000.0,-60967000.0,0.0,0.0,0.0,0.0,-535000.0,0.0,0.0,-2698000.0,-219165000.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
