Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,85710000.0,153445000.0,134989000.0,
Short-term investments,1741428000.0,,,
Cash and short-term investments,1827138000.0,,,
Receivables,73648000.0,0.0,0.0,
Inventories,0.0,0.0,0.0,
Total current assets,1900786000.0,,,
Property Plant & Equipment Net,123503000.0,129357000.0,148712000.0,
Goodwill and Intangible Assets,19193000.0,19193000.0,19193000.0,
Long-term investments,60000000.0,122000000.0,107000000.0,
Tax assets,16310000.0,14583000.0,30730000.0,
Total non-current assets,6223561000.0,,,
Total assets,8124347000.0,8436767000.0,8434264000.0,8163000000.0
Payables,60133000.0,69234000.0,53052000.0,
Short-term debt,118110000.0,,,
Total current liabilities,178243000.0,,,
Long-term debt,1166000000.0,1291000000.0,1049000000.0,840000000.0
Total debt,1284110000.0,1291110000.0,1099110000.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,
Deposit Liabilities,6032686000.0,6322973000.0,6577365000.0,
Total non-current liabilities,1166000000.0,,,
Total liabilities,7376929000.0,7683317000.0,7729527000.0,
Other comprehensive income,369234000,-6133000.0,-10695000.0,
Retained earnings (deficit),393662000.0,387829000.0,343678000.0,
Total shareholders equity,747418000.0,753450000.0,704737000.0,
Investments,1801428000.0,7846787000.0,7865747000.0,
Net Debt,1198400000.0,,,
Other Assets,0.0,,,
Other Liabilities,6032686000.0,,,
