Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,866666.6667,1061224.4898,874736.8421,881650.38
Stock-based compensation,0.0,0.0,0.0,0.0
Operating Cash Flow,-15441379.3103,-15749099.6399,-10798947.3684,-10483170.4669
Capital Expenditure,-587356.3218,-457382.9532,-482105.2632,-181324.6471
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,-587356.3218,-450180.072,-478947.3684,18458.1976
Issuance (repayment) of debt,-57471.2644,12860744.2977,-3915789.4737,0.0
Issuance (buybacks) of shares,26275862.069,-797118.8475,27834736.8421,6854505.9718
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,25602298.8506,11345738.2953,23032631.5789,5524429.9674
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,9573563.2184,-4853541.4166,11754736.8421,-4940282.3018
Free Cash Flow,-16028735.6322,-16206482.593,-11281052.6316,-10664495.114
Net Cash/Marketcap,,,,
