date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY
,revenue,139537000000.0,136866000000.0,131537000000.0,118214000000.0,117351000000.0,103444000000.0
,costOfRevenue,111520000000.0,106790000000.0,100745000000.0,89052000000.0,87477000000.0,76520000000.0
,grossProfit,28017000000.0,30076000000.0,30792000000.0,29162000000.0,29874000000.0,26924000000.0
,grossProfitRatio,0.200785454753936,0.219747782502594,0.234093829112721,0.246688209518331,0.254569624459953,0.260276091411778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,27045000000.0,25242000000.0,24569000000.0,23740000000.0,23910000000.0,22571000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,70000000.0,233000000.0,177000000.0,-11000000.0,-261000000.0,685000000.0
,operatingExpenses,27045000000.0,25242000000.0,24569000000.0,23740000000.0,23910000000.0,22571000000.0
,costAndExpenses,138565000000.0,132032000000.0,125314000000.0,112792000000.0,111387000000.0,99091000000.0
,interestExpense,639000000.0,704000000.0,616000000.0,693000000.0,596000000.0,605000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1927000000.0,2038000000.0,1770000000.0,1654000000.0,1718000000.0,1742000000.0
,EBITDA,2899000000.0,6872000000.0,7993000000.0,7076000000.0,7682000000.0,6095000000.0
,EBITDARatio,0.0207758515662512,0.0502096941534055,0.0607661722557151,0.059857546483496,0.0654617344547554,0.0589207687251073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,972000000.0,4834000000.0,6223000000.0,5422000000.0,5964000000.0,4353000000.0
,operatingIncomeRatio,0.00696589435060235,0.0353192173366651,0.0473098823905061,0.045865971881503,0.0508218932944755,0.0420807393372259
,totalOtherIncomeExpensesNet,411000000.0,397000000.0,368000000.0,124000000.0,-224000000.0,1563000000.0
,incomeBeforeTax,743000000.0,4527000000.0,5975000000.0,4853000000.0,5144000000.0,5311000000.0
,incomeBeforeTaxRatio,0.00532475257458595,0.0330761474727105,0.0454244813246463,0.0410526671967787,0.0438343090386959,0.0513417887939368
,incomeTaxExpense,360000000.0,588000000.0,998000000.0,760000000.0,997000000.0,1056000000.0
,netIncome,456000000.0,3982000000.0,5024000000.0,4078000000.0,4173000000.0,4220000000.0
,netIncomeRatio,0.00326795043608505,0.0290941504829541,0.0381945764309662,0.0344967601130154,0.035559986706547,0.0407950195274738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.526255049047894,4.32,5.07,3.8,3.85,4.05
,EPSDiluted,0.525890900703494,4.31,5.05,3.78,3.82,4.0
,weightedAverageShsOut,866500000.0,921500000.0,991000000.0,1073500000.0,1083100000.0,1043200000.0
,weightedAverageShsOutDil,867100000.0,923500000.0,995000000.0,1078500000.0,1091100000.0,1053900000.0
