date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,879462000.0,1375559000.0,1472790000.0,1321412000.0,1143514000.0,1340502000.0,1681262000.0
,costOfRevenue,250750000.0,226764000.0,244836000.0,245694000.0,224590000.0,215836000.0,229817000.0
,grossProfit,628712000.0,1148795000.0,1227954000.0,1075718000.0,918924000.0,1124666000.0,1451445000.0
,grossProfitRatio,0.714882507714944,0.835147747206772,0.833760413908296,0.814067073706005,0.803596632835278,0.838988677376088,0.863306849259663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,72706000.0,67111000.0,65346000.0,83605000.0,50027000.0,55720000.0,78724000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,59748000.0,50412000.0,56514000.0,70660000.0,80954000.0,67783000.0,123469000.0
,operatingExpenses,740301000.0,1015123000.0,1011796000.0,970314000.0,927204000.0,755314000.0,1189056000.0
,costAndExpenses,991051000.0,1241887000.0,1256632000.0,1216008000.0,1151794000.0,971150000.0,1418873000.0
,interestExpense,61186000.0,66464000.0,83848000.0,26098000.0,14053000.0,7544000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,210760000.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,99171000.0,394118000.0,476082000.0,350685000.0,251962000.0,632882000.0,592677000.0
,EBITDARatio,0.112763257536994,0.286514791441152,0.323251787423869,0.2653865713343,0.220340109522052,0.4721231299916,0.352519119566135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-111589000.0,133672000.0,216158000.0,105404000.0,-8280000.0,369352000.0,262389000.0
,operatingIncomeRatio,-0.126883253625512,0.0971764933383446,0.146767699400458,0.0797661895003224,-0.00724083832817088,0.275532598981576,0.156066692758178
,totalOtherIncomeExpensesNet,162303000.0,27952000.0,53157000.0,87872000.0,86182000.0,80808000.0,149781000.0
,incomeBeforeTax,-9242000.0,98097000.0,187613000.0,169797000.0,65015000.0,443026000.0,412305000.0
,incomeBeforeTaxRatio,-0.0105086973627058,0.0713142802308007,0.127386117504872,0.128496638444331,0.0568554473316461,0.330492606501147,0.245235424341953
,incomeTaxExpense,3972000.0,4539000.0,8828000.0,87228000.0,14565000.0,125605000.0,121353000.0
,netIncome,-9755000.0,76001000.0,152976000.0,67629000.0,41496000.0,307011000.0,290952000.0
,netIncomeRatio,-0.0110920085233927,0.0552509925055923,0.103868168578005,0.0511793445193475,0.0362881433895868,0.229026886942354,0.173055716479644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.362123292011434,2.82,5.48,2.42,-0.18,10.946609,10.374018
,EPSDiluted,-0.362123292011434,2.81,5.38,2.4,-0.18,10.946609,10.374018
,weightedAverageShsOut,26034198.0,26938339.0,27928245.0,27945868.0,28046220.0,28046220.0,28046220.0
,weightedAverageShsOutDil,26034198.0,27071108.0,28419762.0,28178750.0,28046220.0,28046220.0,28046220.0
