date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,86870000.0,101035000.0,28793000.0,68644000.0,63084000.0,44985000.0,26335000.0,40418000.0,41281000.0,44669000.0,30929000.0,26557000.0,24300000.0,23079000.0,25660000.0,20274000.0,5000000.0,22297000.0,19682000.0,15387000.0,11788000.0,9400000.0,7200000.0,5700000.0,4700000.0,4200000.0,2900000.0,3300000.0,4900000.0,3000000.0
,depreciationAndAmortization,94847000.0,85210000.0,74735000.0,66569000.0,19050000.0,18073000.0,19447000.0,19506000.0,19001000.0,18294000.0,17345000.0,15671000.0,14220000.0,11796000.0,11231000.0,9698000.0,8598000.0,7361000.0,5288000.0,5034000.0,4612000.0,3900000.0,2400000.0,2100000.0,2000000.0,1800000.0,1100000.0,500000.0,200000.0,100000.0
,deferredIncomeTax,-18037000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-530000.0,0.0,0.0,0.0,0.0,1647000.0,0.0,1446000.0,528000.0,-37000.0,-888000.0,-1100000.0,-500000.0,-400000.0,0.0,300000.0,0.0,-400000.0,0.0,0.0
,stockBasedCompensation,23954000.0,21918000.0,24241000.0,19352000.0,15242000.0,12827000.0,9592000.0,5434000.0,5563000.0,4016000.0,3471000.0,2708000.0,1891000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,91560000.0,-44018000.0,23377000.0,125810000.0,66171000.0,53905000.0,41074000.0,71025000.0,65287000.0,49027000.0,7829000.0,16814000.0,25646000.0,-23737000.0,31644000.0,14285000.0,6658000.0,368000.0,22828000.0,22018000.0,15718000.0,-1800000.0,5900000.0,2400000.0,1800000.0,21000000.0,-5200000.0,1600000.0,15100000.0,600000.0
,accountsReceivables,78049000.0,-23684000.0,-76742000.0,-54533000.0,744000.0,-20515000.0,4912000.0,3556000.0,-5395000.0,6232000.0,-8001000.0,-9043000.0,-12375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,19196000.0,-24997000.0,-21770000.0,181699000.0,-5501000.0,-8337000.0,-3836000.0,2319000.0,4573000.0,3170000.0,-3670000.0,2012000.0,1447000.0,-3033000.0,-785000.0,3069000.0,-5031000.0,3462000.0,-2869000.0,-159000.0,621000.0,-100000.0,-200000.0,500000.0,-700000.0,1400000.0,-1700000.0,-600000.0,-300000.0,300000.0
,accountsPayables,-46415000.0,-2697000.0,23270000.0,46648000.0,-463000.0,3118000.0,-621000.0,-31000.0,-1536000.0,2673000.0,-8222000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,725289000.0,633729000.0,677747000.0,654370000.0,528560000.0,462389000.0,408484000.0,367410000.0,296385000.0,231098000.0,182071000.0,174242000.0,157428000.0,131782000.0,155519000.0,123875000.0,109590000.0,102932000.0,102564000.0,79736000.0,57718000.0,42000000.0,43800000.0,37900000.0,35500000.0,33700000.0,12700000.0,17900000.0,16300000.0,1200000.0
,otherNonCashItems,30275000.0,-22229000.0,37582000.0,-69000.0,1430000.0,1670000.0,2188000.0,2715000.0,2585000.0,44669000.0,443000.0,1000.0,-270000.0,1383000.0,214000.0,0.0,1983000.0,842000.0,10192000.0,3764000.0,0.0,100000.0,0.0,0.0,0.0,0.0,100000.0,0.0,-100000.0,-100000.0
,netCashProvidedByOperatingActivites,222752000.0,101918000.0,160215000.0,154423000.0,89941000.0,54865000.0,60640000.0,65726000.0,66271000.0,64487000.0,33095000.0,48609000.0,30227000.0,41512000.0,31608000.0,27372000.0,25283000.0,22829000.0,28097000.0,24329000.0,12760000.0,14800000.0,6600000.0,8700000.0,6500000.0,7000000.0,900000.0,3300000.0,3000000.0,3000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-92005000.0,-97312000.0,-92720000.0,-74479000.0,-23361000.0,-12984000.0,-16604000.0,-18415000.0,-19160000.0,-15824000.0,-23171000.0,-16690000.0,-11351000.0,-23645000.0,-19612000.0,-5509000.0,-7101000.0,-10668000.0,-11894000.0,-6234000.0,-3994000.0,-14800000.0,-6700000.0,-800000.0,-1300000.0,-1700000.0,-9400000.0,-3100000.0,-700000.0,-300000.0
,acquisitionsNet,0.0,-76000000.0,-1000000.0,-162000000.0,-3000000.0,-57000000.0,0.0,0.0,0.0,0.0,0.0,-6000000.0,0.0,0.0,0.0,-33000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-32825000.0,-26040000.0,-30496000.0,-24743000.0,-118384000.0,-56137000.0,-93588000.0,-86022000.0,-98876000.0,-90502000.0,-23382000.0,-96655000.0,-62945000.0,-38863000.0,-43724000.0,-60413000.0,-23625000.0,0.0,-15174000.0,-20285000.0,0.0,-500000.0,-3900000.0,-2500000.0,0.0,0.0,-1000000.0,-1800000.0,0.0,0.0
,salesMaturitiesOfInvestments,28900000.0,41292000.0,15440000.0,0.0,158534000.0,83054000.0,89426000.0,92348000.0,77798000.0,44391000.0,64670000.0,107211000.0,83272000.0,54858000.0,19847000.0,62250000.0,13250000.0,12950000.0,0.0,0.0,-12300000.0,0.0,0.0,0.0,500000.0,4000000.0,8000000.0,0.0,0.0,0.0
,otherInvestingActivites,6176000.0,33000.0,13765000.0,2000.0,3268000.0,3592000.0,5000.0,49000.0,10000.0,16201000.0,1515000.0,-23433000.0,-5368000.0,73000.0,2881000.0,2649000.0,2660000.0,-8907000.0,0.0,0.0,0.0,0.0,100000.0,0.0,-2000000.0,0.0,0.0,0.0,-12700000.0,0.0
