date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-19931000.0,-97336000.0,-61656000.0,-30070000.0,-4259000.0,-5405000.0,3532000.0,-5545000.0
,depreciationAndAmortization,559000.0,514000.0,315000.0,183000.0,233000.0,274000.0,308000.0,580000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,11499000.0,12411000.0,9961000.0,4378000.0,1160000.0,604000.0,160000.0,151000.0
,changeInWorkingCapital,28542000.0,-64182000.0,173774000.0,186106000.0,6412000.0,33368000.0,12828000.0,-1247000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-8877000.0,14499000.0,7083000.0,2218000.0,1251000.0,1949000.0,482000.0,-255000.0
,otherWorkingCapital,376740000.0,348198000.0,412380000.0,238606000.0,52500000.0,46088000.0,12720000.0,-108000.0
,otherNonCashItems,0.0,676000.0,646000.0,619000.0,105000.0,110000.0,1273000.0,886000.0
,netCashProvidedByOperatingActivites,-14157000.0,-69517000.0,-48506000.0,-19438000.0,-9030000.0,-9669000.0,14603000.0,-5796000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-569000.0,-805000.0,-1063000.0,-290000.0,-50000.0,-238000.0,-145000.0,-37000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-194927000.0,-251815000.0,-347537000.0,-290905000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,289971000.0,384051000.0,206149000.0,48137000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,94475000.0,131431000.0,-142451000.0,-243058000.0,-50000.0,-238000.0,-140000.0,-37000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1375000.0,-7500000.0,-6875000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,496000.0,0.0,227476000.0,292537000.0,31000.0,160000.0,0.0,4000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-1000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,-182000.0,-1599000.0,-1402000.0,-1445000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-879000.0,-4493000.0,223364000.0,292453000.0,8628000.0,39403000.0,4915000.0,1964000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,79439000.0,57421000.0,32407000.0,29957000.0,-452000.0,29496000.0,19378000.0,-3869000.0
,cashAtEndOfPeriod,250516000.0,171077000.0,113656000.0,81249000.0,51232000.0,51684000.0,22188000.0,2810000.0
,cashAtBeginningOfPeriod,171077000.0,113656000.0,81249000.0,51292000.0,51684000.0,22188000.0,2810000.0,6679000.0
,operatingCashFlow,-14157000.0,-69517000.0,-48506000.0,-19438000.0,-9030000.0,-9669000.0,14603000.0,-5796000.0
,capitalExpenditure,-569000.0,-805000.0,-1063000.0,-290000.0,-50000.0,-238000.0,-145000.0,-37000.0
,freeCashFlow,-14726000.0,-70322000.0,-49569000.0,-19728000.0,-9080000.0,-9907000.0,14458000.0,-5833000.0
