date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2006-02-22_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,11781000000.0,11474000000.0,11635000000.0,10983000000.0,9061000000.0,7997000000.0,8570000000.0,8468100000.0,8735700000.0,8630900000.0,7630000000.0,7345300000.0,7561500000.0,7389700000.0,6621500000.0,5751000000.0,5751200000.0,5440200000.0,4977000000.0,3858900000.0,3686100000.0,3664700000.0,3584200000.0,2896400000.0,2388500000.0,2184400000.0,2591700000.0,2594700000.0,2440900000.0,2177800000.0,2267400000.0,1357200000.0,1222400000.0,1073000000.0,1054100000.0,1070300000.0,1106200000.0
,costOfRevenue,9323000000.0,9203000000.0,9329000000.0,8717000000.0,7296000000.0,6460300000.0,6903500000.0,6875400000.0,7174000000.0,7081200000.0,6254100000.0,6071500000.0,6340400000.0,6226500000.0,5540400000.0,4822000000.0,4822400000.0,4433500000.0,4092800000.0,3230400000.0,3142200000.0,3064100000.0,2988000000.0,2425500000.0,2003700000.0,1913800000.0,2225800000.0,2184300000.0,2042300000.0,1775700000.0,1835400000.0,1111700000.0,1028400000.0,867400000.0,817400000.0,828300000.0,882300000.0
,grossProfit,2458000000.0,2271000000.0,2306000000.0,2266000000.0,1765000000.0,1536700000.0,1666500000.0,1592700000.0,1561700000.0,1549700000.0,1375900000.0,1273800000.0,1221100000.0,1163200000.0,1081100000.0,929000000.0,928800000.0,1006700000.0,884200000.0,628500000.0,543900000.0,600600000.0,596200000.0,470900000.0,384800000.0,270600000.0,365900000.0,410400000.0,398600000.0,402100000.0,432000000.0,245500000.0,194000000.0,205600000.0,236700000.0,242000000.0,223900000.0
,grossProfitRatio,0.208641032170444,0.197925745162977,0.198195100988397,0.206318856414459,0.194790861935769,0.192159559834938,0.194457409568261,0.188082332518511,0.178772164795036,0.179552537974024,0.180327653997379,0.173417014961948,0.161489122528599,0.157408284504107,0.163271162123386,0.161537123978439,0.161496731116984,0.185048343810889,0.177657223226843,0.162870247998134,0.1475543257101,0.163887903511884,0.166341163997545,0.16258113520232,0.161105296211011,0.123878410547519,0.141181463904001,0.158168574401665,0.163300421975501,0.18463587106254,0.190526594337126,0.180887120542293,0.158704188481675,0.19161230195713,0.22455175030832,0.226104830421377,0.202404628457783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,525000000.0,417000000.0,478000000.0,514000000.0,512000000.0,451300000.0,466500000.0,418600000.0,385500000.0,381400000.0,356800000.0,328600000.0,288200000.0,323700000.0,287200000.0,231000000.0,231600000.0,267900000.0,221600000.0,165900000.0,145600000.0,141900000.0,154500000.0,210400000.0,136900000.0,93200000.0,112100000.0,114500000.0,287800000.0,157100000.0,173000000.0,106500000.0,84200000.0,111300000.0,76500000.0,81200000.0,83200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
