date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,22540000.0,49855000.0,28532000.0,-3726000.0,13395000.0,-1319000.0,7516000.0,5143000.0
,depreciationAndAmortization,7154000.0,5365000.0,4671000.0,5287000.0,6017000.0,2390000.0,2009000.0,2487000.0
,deferredIncomeTax,-313000.0,10381000.0,2226000.0,24242000.0,3322000.0,-680000.0,-275000.0,-375000.0
,stockBasedCompensation,2020000.0,1499000.0,1690000.0,1951000.0,1549000.0,1834000.0,664000.0,824000.0
,changeInWorkingCapital,-6522000.0,-14159000.0,6455000.0,13279000.0,-87582000.0,-13898000.0,1243000.0,59472000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-56942000.0,-2488762000.0,-2539188000.0,-2495375000.0,-2337729000.0,-2243272000.0,1310465000.0,0.0
,otherNonCashItems,44213000.0,66002000.0,54315000.0,44606000.0,179619000.0,-2141000.0,30399000.0,-833000.0
,netCashProvidedByOperatingActivites,84389000.0,82578000.0,97584000.0,85218000.0,113339000.0,-5965000.0,40585000.0,66797000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3426000.0,-1155000.0,-7884000.0,-2112000.0,-1109000.0,0.0,-304000.0,-1347000.0
,acquisitionsNet,0.0,-167000000.0,0.0,5000000.0,-140000000.0,-20000000.0,0.0,0.0
,purchasesOfInvestments,-172261000.0,-145417000.0,-77150000.0,-173493000.0,-149816000.0,-76146000.0,-22312000.0,-67264000.0
,salesMaturitiesOfInvestments,40133000.0,162735000.0,112832000.0,72525000.0,135218000.0,56847000.0,36493000.0,43390000.0
,otherInvestingActivites,-3864000.0,1037000.0,2262000.0,4082000.0,-3981000.0,9912000.0,-5857000.0,-2568000.0
,netCashUsedForInvestingActivites,-562055000.0,-362285000.0,-240035000.0,-95145000.0,-430055000.0,-15680000.0,-244504000.0,-90540000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-395000000.0,-738000000.0,-1480100000.0,-1799000000.0,-1380000000.0,-767407000.0,-556320000.0,-251305000.0
,commonStockIssued,815000.0,1153000.0,4096000.0,3567000.0,3947000.0,39000.0,0.0,0.0
,commonStockRepurchased,-23536000.0,-64813000.0,-14177000.0,0.0,0.0,-707000.0,-361000.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,664740000.0,489432000.0,38417000.0,174216000.0,279556000.0,130280000.0,73011000.0,25545000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,187074000.0,197936000.0,-61622000.0,164289000.0,-37160000.0,108635000.0,-130908000.0,1802000.0
,cashAtEndOfPeriod,653402000.0,466328000.0,268392000.0,330014000.0,165725000.0,202885000.0,94250000.0,225158000.0
,cashAtBeginningOfPeriod,466328000.0,268392000.0,330014000.0,165725000.0,202885000.0,94250000.0,225158000.0,223356000.0
,operatingCashFlow,84389000.0,82578000.0,97584000.0,85218000.0,113339000.0,-5965000.0,40585000.0,66797000.0
,capitalExpenditure,-3426000.0,847000.0,496000.0,1403000.0,2002000.0,2060000.0,-304000.0,-1347000.0
,freeCashFlow,80963000.0,81423000.0,89700000.0,83106000.0,112230000.0,-5965000.0,40281000.0,65450000.0
