date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,15462000.0,50660000.0,20846000.0,11451000.0,25740000.0,32158000.0,41721000.0,19707000.0,24664000.0,39979000.0,46427000.0,-12355000.0,18357000.0,53285000.0,49603000.0,17825000.0,15516000.0,-13226000.0,-35604000.0,-10274000.0,14165000.0,6400000.0,-7100000.0,25600000.0,24500000.0,20700000.0,18600000.0,6500000.0,10500000.0,-27500000.0,17600000.0,18500000.0
,depreciationAndAmortization,42384000.0,1400000.0,2265000.0,4629000.0,4498000.0,35120000.0,5169000.0,5529000.0,6008000.0,0.0,6393000.0,0.0,0.0,24296000.0,25141000.0,22790000.0,23826000.0,20731000.0,20640000.0,21609000.0,22664000.0,27100000.0,24600000.0,19300000.0,23000000.0,20900000.0,19600000.0,18600000.0,17900000.0,21800000.0,22200000.0,22000000.0
,deferredIncomeTax,-9850000.0,2584000.0,-1318000.0,20256000.0,-9010000.0,4368000.0,-5495000.0,-2442000.0,-2462000.0,-1668000.0,13623000.0,-10065000.0,6156000.0,15300000.0,-12659000.0,-5851000.0,-208000.0,-279000.0,19930000.0,0.0,435000.0,0.0,3500000.0,1500000.0,-1200000.0,-1300000.0,-1900000.0,-1600000.0,-100000.0,-3500000.0,-500000.0,3200000.0
,stockBasedCompensation,5528000.0,7170000.0,5313000.0,4957000.0,3174000.0,5491000.0,5446000.0,5741000.0,5889000.0,5000000.0,4100000.0,3484000.0,2552000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,35862000.0,-16969000.0,9525000.0,-11389000.0,1601000.0,9740000.0,-24907000.0,10588000.0,-27166000.0,-30699000.0,-69639000.0,20337000.0,15372000.0,-39196000.0,-27080000.0,-33236000.0,-582000.0,14032000.0,6330000.0,-3644000.0,18587000.0,23800000.0,400000.0,-27500000.0,3000000.0,9800000.0,10100000.0,16600000.0,8200000.0,-9200000.0,11200000.0,10100000.0
,accountsReceivables,-707000.0,-23933000.0,-7219000.0,-18484000.0,-4096000.0,14777000.0,-2066000.0,11956000.0,-8913000.0,26818000.0,-50386000.0,10045000.0,14546000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-1288000.0,24031000.0,4234000.0,-9462000.0,10791000.0,19372000.0,-30412000.0,-8241000.0,-18880000.0,-30016000.0,-23112000.0,34162000.0,12897000.0,-13269000.0,-41634000.0,-9562000.0,-6830000.0,8646000.0,16587000.0,5283000.0,-6312000.0,-7600000.0,-10300000.0,3700000.0,-2900000.0,900000.0,-7100000.0,6400000.0,-1600000.0,2700000.0,-8800000.0,8600000.0
,accountsPayables,-21877000.0,-18575000.0,8820000.0,34433000.0,2758000.0,-17989000.0,6164000.0,-7739000.0,1472000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,337115000.0,369547000.0,299573000.0,283834000.0,254907000.0,249608000.0,282628000.0,265489000.0,251922000.0,231230000.0,208365000.0,140482000.0,189899000.0,216253000.0,155142000.0,115531000.0,108799000.0,85141000.0,82645000.0,139743000.0,143387000.0,124800000.0,101000000.0,100600000.0,128100000.0,125100000.0,115300000.0,105200000.0,88600000.0,80400000.0,89600000.0,78400000.0
,otherNonCashItems,790000.0,-3538000.0,415000.0,919000.0,666000.0,654000.0,795000.0,679000.0,649000.0,0.0,0.0,2796000.0,0.0,4053000.0,3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1900000.0,-400000.0,-1500000.0,900000.0,-600000.0,100000.0,3000000.0,2300000.0,30600000.0,1900000.0,2200000.0
,netCashProvidedByOperatingActivites,101057000.0,99222000.0,76374000.0,67795000.0,67174000.0,90228000.0,60281000.0,75922000.0,38620000.0,56806000.0,31041000.0,41458000.0,76812000.0,54416000.0,38805000.0,3465000.0,38920000.0,26312000.0,15689000.0,22475000.0,35392000.0,24500000.0,19500000.0,40400000.0,45000000.0,39600000.0,35200000.0,18300000.0,30900000.0,27000000.0,36000000.0,56000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-67274000.0,-26528000.0,-34260000.0,-29076000.0,-37038000.0,-52090000.0,-30559000.0,-32624000.0,-44661000.0,-28747000.0,-53662000.0,-44981000.0,-35936000.0,-33550000.0,-15522000.0,-14223000.0,-10030000.0,-58165000.0,-5414000.0,-23284000.0,-21306000.0,-17100000.0,-49100000.0,-53200000.0,-26800000.0,-24200000.0,-17200000.0,-11900000.0,-13600000.0,-13600000.0,-16200000.0,-19900000.0
,acquisitionsNet,-131000000.0,0.0,0.0,-17000000.0,-2000000.0,0.0,0.0,0.0,-4000000.0,-22000000.0,-21000000.0,-54000000.0,-86000000.0,2000000.0,-26000000.0,-11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47000.0,0.0,-48000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,75000.0,66000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
