date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,revenue,780051000.0,709431000.0,528614000.0,266687000.0,200162000.0,205687000.0
,costOfRevenue,644863000.0,602048000.0,445326000.0,215493000.0,167615000.0,166529000.0
,grossProfit,135188000.0,107383000.0,83288000.0,51194000.0,32547000.0,39158000.0
,grossProfitRatio,0.173306617131444,0.151364967135634,0.157559201988597,0.191962862831709,0.162603291334019,0.19037664023492
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,138375000.0,103200000.0,72260000.0,37905000.0,31845000.0,35588000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,571000.0,172000.0,-345000.0,201000.0,666000.0,0.0
,operatingExpenses,138375000.0,103200000.0,72260000.0,37905000.0,0.0,0.0
,costAndExpenses,783238000.0,705248000.0,517586000.0,253398000.0,199460000.0,202117000.0
,interestExpense,26299000.0,14495000.0,8022000.0,1563000.0,3058000.0,3545000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,30975000.0,16509000.0,12467000.0,3614000.0,4074000.0,3140000.0
,EBITDA,27788000.0,20692000.0,23495000.0,16903000.0,4776000.0,6710000.0
,EBITDARatio,0.0356233118090997,0.0291670366815095,0.0444464202612871,0.063381417166941,0.0238606728549875,0.0326223825521302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-3187000.0,4183000.0,11028000.0,13289000.0,702000.0,3570000.0
,operatingIncomeRatio,-0.00408563029853176,0.00589627462008285,0.020862103538688,0.0498299504662769,0.00350715920104715,0.0173564688094046
,totalOtherIncomeExpensesNet,680000.0,-7299000.0,-3580000.0,61000.0,-1039000.0,-1374000.0
,incomeBeforeTax,-28806000.0,-17611000.0,-574000.0,11787000.0,-3395000.0,-1349000.0
,incomeBeforeTaxRatio,-0.0369283546845014,-0.0248241196113505,-0.00108585849031619,0.0441978799116567,-0.0169612613782836,-0.00655850880220918
,incomeTaxExpense,52216000.0,-3309000.0,-661000.0,3970000.0,0.0,0.0
,netIncome,-77474000.0,-11453000.0,-782000.0,-3493000.0,-3398000.0,0.0
,netIncomeRatio,-0.0993191470814088,-0.0161439237924478,-0.00147934031259104,-0.0130977512964636,-0.0169762492381171,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-3.42018364824298,-0.51,-0.05,-0.26,-0.1,0.0
,EPSDiluted,-3.42018364824298,-0.51,-0.05,-0.26,-0.1,0.0
,weightedAverageShsOut,22652000.0,22652000.0,17215978.0,13222583.0,12285083.0,12285083.0
,weightedAverageShsOutDil,22652000.0,22652000.0,17215978.0,13222583.0,12285083.0,12285083.0
