date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,23290000000.0,33669000000.0,34055000000.0,26223000000.0,20182000000.0,23152000000.0,43464000000.0,42249000000.0,37797000000.0,34275000000.0,25893000000.0,18520000000.0,30061000000.0,20394000000.0,22444400000.0,31177300000.0,20975470000.0,12589849000.0,8384223000.0,6868215000.0,6641187000.0,4701900000.0
,costOfRevenue,22160000000.0,31356000000.0,31576000000.0,24794000000.0,18909000000.0,21612000000.0,41348000000.0,40162000000.0,36030000000.0,32434000000.0,24610000000.0,17294000000.0,29096000000.0,19532000000.0,21855400000.0,30715000000.0,20644038000.0,12372440000.0,8209932000.0,6720970000.0,6506504000.0,4591600000.0
,grossProfit,1130000000.0,2313000000.0,2479000000.0,1429000000.0,1273000000.0,1540000000.0,2116000000.0,2087000000.0,1767000000.0,1841000000.0,1283000000.0,1226000000.0,965000000.0,862000000.0,589000000.0,462300000.0,331432000.0,217409000.0,174291000.0,147245000.0,134683000.0,110300000.0
,grossProfitRatio,0.0485186775440103,0.0686982090350174,0.072794009690207,0.0544941463600656,0.0630760083242493,0.0665169315825847,0.048683968341616,0.0493976188785533,0.0467497420430193,0.0537126185266229,0.0495500714478817,0.0661987041036717,0.0321013938325405,0.0422673335294695,0.0262426262230222,0.0148280960827269,0.0158009331852874,0.0172685947226214,0.0207879728389858,0.0214386125070342,0.020279958989259,0.0234586018418086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,271000000.0,297000000.0,316000000.0,276000000.0,279000000.0,278000000.0,325000000.0,359000000.0,342000000.0,294000000.0,260000000.0,211000000.0,160000000.0,164000000.0,133900000.0,103200000.0,82748000.0,73032000.0,45663000.0,46586000.0,40821000.0,22200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,6000000.0,7000000.0,7000000.0,-4000000.0,33000000.0,-7000000.0,-2000000.0,1000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,271000000.0,297000000.0,316000000.0,276000000.0,279000000.0,278000000.0,325000000.0,359000000.0,342000000.0,543000000.0,516000000.0,447000000.0,371000000.0,344000000.0,234300000.0,186700000.0,151409000.0,119205000.0,79731000.0,70893000.0,65344000.0,39500000.0
,costAndExpenses,22431000000.0,31653000000.0,31892000000.0,25070000000.0,19188000000.0,21890000000.0,41673000000.0,40521000000.0,36372000000.0,32977000000.0,25126000000.0,17741000000.0,29467000000.0,19876000000.0,22089700000.0,30901700000.0,20795447000.0,12491645000.0,8289663000.0,6791863000.0,6571848000.0,4631100000.0
,interestExpense,436000000.0,425000000.0,431000000.0,510000000.0,467000000.0,432000000.0,340000000.0,303000000.0,288000000.0,253000000.0,248000000.0,224000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,653000000.0,601000000.0,520000000.0,626000000.0,494000000.0,432000000.0,392000000.0,375000000.0,482000000.0,249000000.0,256000000.0,236000000.0,211000000.0,180000000.0,100400000.0,83500000.0,67241000.0,46821000.0,34068000.0,24307000.0,24523000.0,17300000.0
,EBITDA,1512000000.0,2617000000.0,2683000000.0,1779000000.0,1488000000.0,1694000000.0,2183000000.0,2103000000.0,1907000000.0,1547000000.0,1023000000.0,1015000000.0,805000000.0,698000000.0,455100000.0,359100000.0,247264000.0,145025000.0,128628000.0,100659000.0,93862000.0,88100000.0
,EBITDARatio,0.0649205667668527,0.0777272862276872,0.078784319483189,0.0678412080997598,0.0737290655039144,0.0731686247408431,0.0502254739554574,0.0497763260668892,0.0504537397147922,0.0451349380014588,0.0395087475379446,0.0548056155507559,0.026778882938026,0.0342257526723546,0.0202767728252927,0.011517995464649,0.0117882459844762,0.0115192009054279,0.0153416720905443,0.0146557730065235,0.0141333168302594,0.0187371062761862
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,859000000.0,2016000000.0,2163000000.0,1153000000.0,994000000.0,1262000000.0,1791000000.0,1728000000.0,1425000000.0,1298000000.0,767000000.0,779000000.0,594000000.0,518000000.0,354700000.0,275600000.0,180023000.0,98204000.0,94560000.0,76352000.0,69339000.0,70800000.0
,operatingIncomeRatio,0.0368827823100043,0.0598770382250735,0.0635149023638232,0.0439690348167639,0.0492518085422654,0.0545093296475467,0.0412065157371618,0.0409003763402684,0.0377014048734026,0.0378701677607586,0.0296219055343143,0.0420626349892009,0.019759821695885,0.0253996273413749,0.0158034966405874,0.00883976482889795,0.00858254904419305,0.00780025240969927,0.0112783259700988,0.0111167166432617,0.0104407540399028,0.0150577426146877
,totalOtherIncomeExpensesNet,-3022000000.0,655000000.0,682000000.0,259000000.0,228000000.0,176000000.0,106000000.0,65000000.0,44000000.0,-6000000.0,-6000000.0,31000000.0,14000000.0,15000000.0,7700000.0,1000000.0,-1420000.0,648000.0,0.0,-4000000.0,41225000.0,-152400000.0
