date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY
,revenue,2178490000.0,3326119000.0,2626730000.0,2383707000.0,2183976000.0,2199432000.0,2701319000.0,2894438000.0,2487426000.0,2336238000.0,2140899000.0,1640986000.0,1780967000.0,1997119000.0,2192634000.0,2223020000.0,1734058000.0,1253070000.0,1228901000.0,1102335000.0,1082908000.0,987000000.0,975100000.0,0.0,819300000.0,775900000.0,660300000.0,468200000.0
,costOfRevenue,1037088000.0,1736217000.0,1371379000.0,1247115000.0,1171733000.0,1190824000.0,1474448000.0,1586862000.0,1397591000.0,1289634000.0,1189439000.0,908064000.0,968012000.0,1057797000.0,1189741000.0,1194018000.0,978335000.0,757843000.0,687129000.0,635381000.0,640979000.0,561100000.0,563200000.0,0.0,480700000.0,435400000.0,362700000.0,279200000.0
,grossProfit,1141402000.0,1589902000.0,1255351000.0,1136592000.0,1012243000.0,1008608000.0,1226871000.0,1307576000.0,1089835000.0,1046604000.0,951460000.0,732922000.0,812955000.0,939322000.0,1002893000.0,1029002000.0,755723000.0,495227000.0,541772000.0,466954000.0,441929000.0,425900000.0,411900000.0,0.0,338600000.0,340500000.0,297600000.0,189000000.0
,grossProfitRatio,0.523941812907105,0.478005146538654,0.477913984307485,0.476816991350027,0.463486320362495,0.458576577952853,0.454174793869217,0.451754710240814,0.438137657160454,0.447986891746474,0.444420778373945,0.446635132779926,0.456468311877761,0.470338522641866,0.457391885741077,0.462884724383946,0.435811835590274,0.395210961877629,0.44085894632684,0.423604439666707,0.408094685790483,0.431509625126646,0.422418213516562,0.0,0.413279628951544,0.438845212011857,0.450704225352113,0.403673643741991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,452265000.0,557306000.0,356295000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251260000.0,242884000.0,215100000.0,208700000.0,0.0,184300000.0,179000000.0,132600000.0,92600000.0
,SellingAndMarketingExpenses,0.0,0.0,33700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,45098000.0,114000.0,276000.0,184000.0,-545000.0,-3676000.0,-48000.0,2090000.0,-137000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
