date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-29908000.0,-32141000.0,-32575000.0,-53317000.0,-60411000.0,-58981030.0,-18728734.0,-12322012.0,-16416907.0,-9858895.0,-4435310.0,-9822601.0,-12123098.0,-6964243.0,-8829322.0,-14855172.0,-13904274.0,-11623252.0,-82315435.0,-81863650.0,-350350624.0,-12109790.0
,depreciationAndAmortization,144000.0,125000.0,177000.0,235000.0,193000.0,160812.0,155083.0,141522.0,126537.0,107396.0,686495.0,751213.0,998596.0,1302102.0,1434670.0,1014691.0,1075811.0,1500921.0,2429365.0,26627114.0,11148110.0,989490.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,2698000.0,2658000.0,3940000.0,5359000.0,4325000.0,3875246.0,3059989.0,3002241.0,3623911.0,1772111.0,1967122.0,1854235.0,2206472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,144211000.0,3751000.0,-35481000.0,15538000.0,-40089738.0,32595696.0,-11459388.0,734353.0,18156180.0,-2891426.0,14261474.0,-3400959.0,-8661916.0,2889104.0,-3490455.0,-9769637.0,11502740.0,-821699.0,-7747905.0,-24516833.0,50248081.0,-1858418.0
,accountsReceivables,201000.0,-380000.0,209000.0,-614000.0,-353000.0,-145036.0,-483807.0,-569124.0,-865997.0,50304.0,423387.0,-408417.0,123126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,162673000.0,18462000.0,14711000.0,50192000.0,34654000.0,74743738.0,42148042.0,53607430.0,52873077.0,34716897.0,37608323.0,23346849.0,26747808.0,35409724.0,32520620.0,36011075.0,45780712.0,34277972.0,35099671.0,42847576.0,67364409.0,17116328.0
,otherNonCashItems,255000.0,1187000.0,-112000.0,91000.0,18205000.0,24172134.0,-455196.0,914007.0,535006.0,-6856347.0,-892373.0,1855306.0,2397848.0,3660369.0,4024035.0,0.0,0.0,0.0,0.0,1.0,0.0,-1789283.0
,netCashProvidedByOperatingActivites,-25739000.0,-26205000.0,-30065000.0,-48355000.0,-35811000.0,-29890790.0,-16812744.0,-9539577.0,-15193305.0,-4563297.0,-1629099.0,-7588594.0,-12441081.0,-8594237.0,-5979611.0,-8139292.0,-7329388.0,-9760756.0,-6917598.0,-24876633.0,-23591604.0,-14768001.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-677000.0,-41000.0,-85000.0,-188000.0,-329000.0,-47985.0,-92209.0,-153009.0,-104975.0,-260405.0,-274840.0,-19537.0,-60546.0,-66469.0,-694111.0,-2870637.0,-1916657.0,-152057.0,-411691.0,-1745949.0,-1573494.0,-610013.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-53449000.0,-11465000.0,-26741000.0,-51121000.0,-57639000.0,-123240492.0,-41399246.0,-65827658.0,-69153956.0,-42136949.0,-66178080.0,-35831833.0,-35377459.0,-37558691.0,-47076284.0,-36187759.0,-42165199.0,-23453633.0,-16237437.0,-24387748.0,-15036205.0,-9359549.0
,salesMaturitiesOfInvestments,5078000.0,7050000.0,48200000.0,47679000.0,88092000.0,116822492.0,57748851.0,52349212.0,46214044.0,51834854.0,51464558.0,36669705.0,40753768.0,31398569.0,51195829.0,43767863.0,22451026.0,23176683.0,19022779.0,0.0,12506525.0,30903094.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,13877.0,13877.0,13918.0,41632.0,261090.0,0.0,0.0,0.0,-8163.0,-5846.0,0.0,0.0,2073733.0,-3844880.0,-687366.0,28054591.0,-659918.0
,netCashUsedForInvestingActivites,-49048000.0,-4456000.0,21374000.0,-3630000.0,30124000.0,-6428322.0,16273023.0,-13617537.0,-23003255.0,9775658.0,-14889202.0,818335.0,5315763.0,-5918633.0,3419588.0,4709467.0,-21630830.0,1644726.0,-1065738.0,6428598.0,24638917.0,20273614.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-4287000.0,-41213000.0,-6104000.0,-23257000.0,-4273000.0,-4162823.0,-1587154.0,0.0,0.0,0.0,0.0,0.0,-401213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-249142.0
,commonStockIssued,193222000.0,0.0,0.0,41546000.0,0.0,64619407.0,0.0,16245984.0,879080.0,2080820.0,17069417.0,3886897.0,288727.0,14645592.0,312391.0,974781.0,22540337.0,15771440.0,44217.0,4803491.0,48704977.0,968248.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21890.0,-869384.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
