date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2011-06-30_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,revenue,1154504000.0,1232766000.0,885732000.0,848302000.0,941533000.0,938383000.0,906193000.0,489851000.0,373995000.0,336409000.0,0.0,273910000.0,235876000.0,243873000.0,263129000.0,273258000.0,174117000.0,227774000.0,163379000.0,161604000.0,139411000.0,120251000.0,88506000.0,85330000.0,98347000.0
,costOfRevenue,0.0,149683000.0,92924000.0,120269000.0,154110000.0,142271000.0,214559000.0,94968000.0,121136000.0,24025000.0,0.0,19009000.0,56023000.0,49375000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,1154504000.0,1083083000.0,792808000.0,728033000.0,787423000.0,796112000.0,691634000.0,394883000.0,252859000.0,312384000.0,0.0,254901000.0,179853000.0,194498000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.878579551999325,0.895087904693519,0.858223840094683,0.83632012898114,0.848387065835592,0.763230349384734,0.80612880243176,0.676102621692803,0.928583955839469,0.0,0.930601292395312,0.76248961318659,0.797538062844185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,93357000.0,101659000.0,95871000.0,103408000.0,114508000.0,136101000.0,128164000.0,121392000.0,144809000.0,0.0,0.0,0.0,0.0,0.0,61821000.0,41494000.0,55184000.0,50985000.0,43698000.0,42594000.0,29345000.0,16487000.0,8045000.0,6660000.0,5275000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,247000.0,31475000.0,29913000.0,-3613000.0,5667000.0,2113000.0,-11977000.0,7997000.0,3402000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,9901000.0,548794000.0,387311000.0,357347000.0,391018000.0,416416000.0,365287000.0,243214000.0,193599000.0,187054000.0,0.0,157421000.0,94367000.0,95874000.0,146077000.0,145246000.0,104813000.0,99072000.0,100913000.0,92696000.0,108936000.0,112549000.0,72922000.0,63198000.0,76663000.0
,costAndExpenses,9901000.0,698477000.0,480235000.0,477616000.0,545128000.0,558687000.0,579846000.0,338182000.0,314735000.0,211079000.0,0.0,176430000.0,150390000.0,145249000.0,146077000.0,145246000.0,104813000.0,99072000.0,100913000.0,92696000.0,108936000.0,112549000.0,72922000.0,63198000.0,76663000.0
,interestExpense,210087000.0,233325000.0,178375000.0,165775000.0,183409000.0,194326000.0,178122000.0,103728000.0,50573000.0,21920000.0,0.0,16234000.0,15189000.0,19289000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,456210000.0,447135000.0,291440000.0,253334000.0,276510000.0,280315000.0,237123000.0,121822000.0,48790000.0,29616000.0,0.0,24443000.0,23624000.0,25664000.0,25543000.0,26048000.0,20752000.0,21385000.0,18037000.0,20048000.0,24389000.0,21309000.0,11192000.0,8406000.0,10628000.0
,EBITDA,901406000.0,981424000.0,696937000.0,624020000.0,672915000.0,660011000.0,563470000.0,273491000.0,108050000.0,154946000.0,0.0,121923000.0,109110000.0,124288000.0,142595000.0,154060000.0,90056000.0,150087000.0,80503000.0,88956000.0,54864000.0,29011000.0,26776000.0,30538000.0,32312000.0
,EBITDARatio,0.780773388398828,0.796115402274235,0.786848617866352,0.735610666955872,0.714701449657102,0.703349272098919,0.621799109019822,0.558314671195935,0.288907605716654,0.460588153111243,0.0,0.445120660070826,0.462573555597009,0.509642313827279,0.541920502871215,0.563789532236934,0.517215435597903,0.658929465171617,0.492737744752998,0.550456671864558,0.393541399172232,0.24125371098785,0.302533161593564,0.357881167233095,0.328550947156497
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,445196000.0,534289000.0,405497000.0,370686000.0,396405000.0,379696000.0,326347000.0,151669000.0,59260000.0,125330000.0,0.0,97480000.0,85486000.0,98624000.0,117052000.0,128012000.0,69304000.0,128702000.0,62466000.0,68908000.0,30475000.0,7702000.0,15584000.0,22132000.0,21684000.0
,operatingIncomeRatio,0.385616680409942,0.433406664362904,0.45781003734764,0.436974096489222,0.421020824548901,0.404627961077726,0.360129685398144,0.309622722011387,0.158451316194067,0.372552458465737,0.0,0.355883319338469,0.362419237226339,0.404407211950482,0.444846444139567,0.468465699082918,0.398031208899763,0.565042542168992,0.382337999375685,0.426400336625331,0.218598245475608,0.0640493634148573,0.176078457957653,0.259369506621352,0.22048461061344
,totalOtherIncomeExpensesNet,12094000.0,31791000.0,211630000.0,49005000.0,-6219000.0,30991000.0,80554000.0,46204000.0,76071000.0,45346000.0,0.0,22887000.0,11217000.0,15734000.0,17328000.0,19739000.0,6223000.0,5031000.0,33978000.0,16228000.0,-7800000.0,-39387000.0,0.0,0.0,0.0
