date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,97239000.0,68159000.0,54748000.0,41140000.0,38436000.0,26517000.0,13932000.0,6040000.0,-1906000.0,-8985000.0
,depreciationAndAmortization,87996000.0,79063000.0,58725000.0,55142000.0,34830000.0,23239000.0,15011000.0,11431000.0,7719000.0,8391000.0
,deferredIncomeTax,-8475000.0,5341000.0,470000.0,-6160000.0,-605000.0,-1515000.0,-378000.0,-1782000.0,-767000.0,-1536000.0
,stockBasedCompensation,10826000.0,8727000.0,7839000.0,6592000.0,1894000.0,2116000.0,300000.0,0.0,4658000.0,780000.0
,changeInWorkingCapital,19668000.0,137941000.0,34723000.0,132850000.0,9476000.0,10078000.0,11663000.0,8098000.0,4534000.0,1764000.0
,accountsReceivables,-10489000.0,-29582000.0,-30166000.0,-19955000.0,-18760000.0,-17526000.0,-10688000.0,-12777000.0,-6858000.0,-5457000.0
,inventory,187000.0,-10597000.0,-15717000.0,-3667000.0,-8677000.0,-2846000.0,-2925000.0,-2945000.0,-1845000.0,1603000.0
,accountsPayables,-203000.0,947000.0,8146000.0,6303000.0,12400000.0,-2511000.0,4585000.0,3902000.0,2013000.0,-980000.0
,otherWorkingCapital,387468000.0,367800000.0,229859000.0,195136000.0,62286000.0,52810000.0,42732000.0,31069000.0,22971000.0,18437000.0
,otherNonCashItems,-26465000.0,-176164000.0,-59872000.0,-160792000.0,-10765000.0,-25888000.0,-20926000.0,-19563000.0,-9644000.0,-13169000.0
,netCashProvidedByOperatingActivites,180789000.0,123067000.0,96633000.0,68772000.0,73266000.0,34547000.0,19602000.0,4224000.0,4594000.0,-12755000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-33587000.0,-50167000.0,-35232000.0,-31668000.0,-27013000.0,-27305000.0,-6176000.0,-2665000.0,-2929000.0,-1062000.0
,acquisitionsNet,-76446000.0,-51706000.0,-57740000.0,-137120000.0,-53312000.0,-84274000.0,-12364000.0,-1181000.0,-823000.0,0.0
,purchasesOfInvestments,-776000.0,-52795000.0,-22818000.0,-30194000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,38693000.0,25061000.0,42782000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-5678000.0,-2126000.0,-1061000.0,-1461000.0,728000.0,214000.0,2397000.0,1335000.0,1009000.0,1243000.0
,netCashUsedForInvestingActivites,-77794000.0,-131733000.0,-74069000.0,-200443000.0,-79597000.0,-111365000.0,-16143000.0,-2511000.0,-2743000.0,181000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-29317000.0,-221223000.0,-22484000.0,-240066000.0,-154297000.0,-187800000.0,-37714000.0,-7138000.0,-3467000.0,-16613000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,102063000.0,0.0,2500000.0,12628000.0
,commonStockRepurchased,-33924000.0,0.0,-89363000.0,0.0,0.0,-6100000.0,-81018000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,13877000.0,317336000.0,117215000.0,419765000.0,168292000.0,266775000.0,19906000.0,5592000.0,486000.0,15930000.0
,netCashUsedProvidedByFinancingActivities,-49364000.0,96113000.0,5368000.0,179699000.0,13995000.0,72875000.0,3237000.0,-1546000.0,-481000.0,11945000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,53631000.0,87447000.0,27932000.0,48028000.0,7664000.0,-3943000.0,6696000.0,167000.0,1370000.0,-629000.0
,cashAtEndOfPeriod,231520000.0,177889000.0,90442000.0,62510000.0,14482000.0,6818000.0,10761000.0,4065000.0,3898000.0,2528000.0
,cashAtBeginningOfPeriod,177889000.0,90442000.0,62510000.0,14482000.0,6818000.0,10761000.0,4065000.0,3898000.0,2528000.0,3157000.0
,operatingCashFlow,180789000.0,123067000.0,96633000.0,68772000.0,73266000.0,34547000.0,19602000.0,4224000.0,4594000.0,-12755000.0
,capitalExpenditure,-33587000.0,-50167000.0,-35232000.0,-31668000.0,-27013000.0,-27305000.0,-6176000.0,-2665000.0,-2929000.0,-1062000.0
,freeCashFlow,147202000.0,72900000.0,61401000.0,37104000.0,46253000.0,7242000.0,13426000.0,1559000.0,1665000.0,-13817000.0
