Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,6621839.0805,1794717.8872,1924210.5263,3512486.4278,378934.6247,159559.8349
Revenue Growth,2.6896,-0.0673,-0.4522,8.2694,1.3749,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,6621839.0805,1794717.8872,1924210.5263,3512486.4278,378934.6247,159559.8349
R&D Expenses,33924137.931,37398559.4238,33603157.8947,25408251.9001,12429782.0823,3533700.1376
SG&A Expense,14413793.1034,13013205.2821,9976842.1053,7423452.7687,7877723.9709,1081155.4333
Operating Expenses,48337931.0345,50411764.7059,43580000.0,32831704.6688,20307506.0533,4614855.5708
Operating Income,-41716091.954,-48617046.8187,-41655789.4737,-29319218.241,-19928571.4286,-4455295.7359
Interest Expense,910344.8276,3811524.6098,-494736.8421,-6700325.7329,-5246973.3656,19257.2215
Earnings before Tax,-42626436.7816,-52428571.4286,-41161052.6316,-22618892.5081,-14681598.063,-4474552.9574
Income Tax Expense,1149.4253,2400.9604,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-42627586.2069,-52430972.389,-41161052.6316,-22618892.5081,-14681598.063,-4474552.9574
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-42627586.2069,-52430972.389,-41161052.6316,-22618892.5081,-14681598.063,-4474552.9574
EPS,-1.2414,-2.0648,-1.7579,-0.9663,-1.3196,-0.8116
EPS Diluted,-1.2414,-2.0648,-1.7579,-0.9663,-1.3196,-0.8116
Weighted Average Shs Out,36691798.8506,28027438.1753,24574700.0,25340015.2009,28254423.7288,
Weighted Average Shs Out (Dil),39140827.5862,30461953.1813,24575270.5263,25345561.3464,13417434.6247,7589667.1252
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,-7.0437,-31.6651,-22.0705,-8.9023,-63.1816,-38.1238
EBIT Margin,-6.2998,-27.089,-21.6482,-8.3471,-52.5911,-27.9224
Profit Margin,-7.3989,-35.0708,-22.5168,-6.9924,-46.9056,-38.5736
Free Cash Flow margin,-5.0,-23.4595,-20.1094,-7.8912,-49.7316,-21.2845
EBITDA,-40575862.069,-47338535.4142,-40345263.1579,-28798045.6026,-19776029.0557,-4422283.3563
EBIT,-41716091.954,-48617046.8187,-41655789.4737,-29319218.241,-19928571.4286,-4455295.7359
Consolidated Income,-42627586.2069,-52430972.389,-41161052.6316,-22618892.5081,-14681598.063,-4474552.9574
Earnings Before Tax Margin,-6.4373,-29.2127,-21.3911,-6.4396,-38.7444,-28.0431
Net Profit Margin,-6.4374,-29.214,-21.3911,-6.4396,-38.7444,-28.0431
