date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY,1994-03-31_FY
,revenue,1508000000.0,3005100000.0,2509100000.0,3662800000.0,4588300000.0,6392700000.0,6170000000.0,4365300000.0,3811900000.0,3075100000.0,2189100000.0,2575200000.0,3882800000.0,3832800000.0,3218900000.0,2902000000.0,2198100000.0,1432800000.0,1487300000.0,1347800000.0,1904300000.0,2740600000.0,2926900000.0,2473000000.0,2234300000.0,2496000000.0,2314900000.0,1784900000.0
,costOfRevenue,0.0,2365700000.0,1938800000.0,2745500000.0,3456100000.0,4656200000.0,4619800000.0,3322300000.0,3051500000.0,2482900000.0,1708700000.0,2095000000.0,3090800000.0,3091100000.0,2628200000.0,2536000000.0,2015800000.0,1260400000.0,1314000000.0,1234500000.0,1667600000.0,2197900000.0,2400800000.0,1975900000.0,1789800000.0,2067700000.0,1961100000.0,1484400000.0
,grossProfit,1508000000.0,639400000.0,570300000.0,917300000.0,1132200000.0,1736500000.0,1550200000.0,1043000000.0,760400000.0,592200000.0,480400000.0,480200000.0,792000000.0,741700000.0,590700000.0,366000000.0,182300000.0,172400000.0,173300000.0,113300000.0,236700000.0,542700000.0,526100000.0,497100000.0,444500000.0,428300000.0,353800000.0,300500000.0
,grossProfitRatio,1.0,0.212771621576653,0.227292654736758,0.25043682428743,0.2467580585402,0.271637962050464,0.251247974068071,0.238929741369436,0.199480573991972,0.192579103118598,0.219450915901512,0.186470953712333,0.203976511795611,0.193513880192027,0.18350989468452,0.126119917298415,0.0829352622719621,0.120323841429369,0.116519868217575,0.0840629173467874,0.124297642178228,0.19802233087645,0.179746489459838,0.201010917913465,0.198943740768921,0.171594551282051,0.152835975636097,0.168356770687433
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,379900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129700000.0,213700000.0,183400000.0,169200000.0,163100000.0,142500000.0,133700000.0,116600000.0,103400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-1100000.0,4500000.0,-1700000.0,3400000.0,3600000.0,2600000.0,2800000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,262800000.0,296600000.0,454800000.0,407400000.0,476400000.0,403600000.0,291300000.0,224100000.0,166900000.0,176400000.0,185900000.0,243000000.0,228900000.0,208100000.0,195600000.0,168200000.0,159000000.0,162600000.0,129700000.0,302800000.0,263700000.0,241200000.0,241200000.0,230300000.0,209600000.0,175200000.0,160200000.0
,costAndExpenses,0.0,2628500000.0,2235400000.0,3200300000.0,3863500000.0,5132600000.0,5023400000.0,3613600000.0,3275600000.0,2649800000.0,1885100000.0,2280900000.0,3333800000.0,3320000000.0,2836300000.0,2731600000.0,2184000000.0,1419400000.0,1476600000.0,1364200000.0,1970400000.0,2461600000.0,2642000000.0,2217100000.0,2020100000.0,2277300000.0,2136300000.0,1644600000.0
,interestExpense,-219000000.0,221800000.0,179300000.0,184000000.0,181900000.0,194700000.0,193400000.0,187300000.0,194700000.0,185300000.0,188900000.0,123200000.0,100400000.0,0.0,0.0,0.0,0.0,0.0,36300000.0,-19200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
