date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,15539000.0,8917000.0,4052000.0,-15208000.0
,depreciationAndAmortization,144054000.0,121789000.0,109133000.0,89124000.0
,deferredIncomeTax,4530000.0,2713000.0,1943000.0,-981000.0
,stockBasedCompensation,28733000.0,29524000.0,35733000.0,84790000.0
,changeInWorkingCapital,-1793000.0,-88189000.0,-189606000.0,-24689000.0
,accountsReceivables,15000.0,-5492000.0,-187000.0,-6435000.0
,inventory,0.0,0.0,0.0,0.0
,accountsPayables,-186000.0,-892000.0,-312000.0,5248000.0
,otherWorkingCapital,-1593000.0,-54890000.0,33299000.0,222905000.0
,otherNonCashItems,5807000.0,2718000.0,1636000.0,1303000.0
,netCashProvidedByOperatingActivites,236240000.0,209413000.0,178330000.0,145101000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-347040000.0,-307712000.0,-275524000.0,-402561000.0
,acquisitionsNet,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,211000.0
,netCashUsedForInvestingActivites,-349064000.0,-309382000.0,-278095000.0,-402451000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-465249000.0,-6876000.0,-6333000.0,-854991000.0
,commonStockIssued,0.0,0.0,0.0,572432000.0
,commonStockRepurchased,-20000000.0,-91046000.0,-60644000.0,0.0
,dividendsPaid,-17329000.0,-9051000.0,-2835000.0,-503000.0
,otherFinancingActivites,-31601000.0,-19897000.0,-13843000.0,-193635000.0
,netCashUsedProvidedByFinancingActivities,178822000.0,43130000.0,-83341000.0,499303000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,65998000.0,-56839000.0,-183106000.0,241953000.0
,cashAtEndOfPeriod,90719000.0,24721000.0,81560000.0,264666000.0
,cashAtBeginningOfPeriod,24721000.0,81560000.0,264666000.0,22713000.0
,operatingCashFlow,236240000.0,209413000.0,178330000.0,145101000.0
,capitalExpenditure,-349066000.0,-309415000.0,-278157000.0,-402762000.0
,freeCashFlow,-112826000.0,-100002000.0,-99827000.0,-257661000.0
