Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,6540794.0,12959373.0,849174.0,1043000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,6540794.0,12959373.0,849174.0,1043000.0
Receivables,382258.0,297039.0,114506.0,116000.0
Inventories,256149.0,201155.0,82435.0,98000.0
Total current assets,7874477.0,13845842.0,1146452.0,1370000.0
Property Plant & Equipment Net,187513.0,77150.0,21563.0,27000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,
Total non-current assets,407095.0,129150.0,511800.0,
Total assets,8281572.0,13974992.0,1658252.0,1509000.0
Payables,1743427.0,1277236.0,714010.0,350000.0
Short-term debt,0.0,1030000.0,2070442.0,147650.0
Total current liabilities,1855687.0,1485172.0,3001295.0,945000.0
Long-term debt,0.0,580800.0,3384235.0,1476000.0
Total debt,0.0,1610800.0,5454677.0,
Deferred revenue,1990.0,168006.0,67263.0,
Tax Liabilities,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,0.0,624842.0,3515172.0,
Total liabilities,1855687.0,1529214.0,6516467.0,2847000.0
Other comprehensive income,51714166,47417451,0.0,
Retained earnings (deficit),-45289526.0,-34972787.0,-22875308.0,-19258000.0
Total shareholders equity,6425885.0,12445778.0,-17530456.0,-13902000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-6540794.0,-11348573.0,4605503.0,
Other Assets,0.0,0.0,100337.0,
Other Liabilities,0.0,0.0,216843.0,447350.0
