Date,2019-01-31,2018-01-31,2017-01-31,2016-01-31,2015-01-31,2014-01-31,2013-01-31
Revenue,56594736.8421,16931506.8493,2992207.7922,0.0,0.0,0.0,0.0
Revenue Growth,2.3426,4.6585,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,56594736.8421,16931506.8493,2992207.7922,0.0,0.0,0.0,0.0
R&D Expenses,51544736.8421,39684931.5068,24612987.013,24011396.0114,15688253.012,10873355.2632,7497622.8209
SG&A Expense,16239473.6842,16436986.3014,10749350.6494,6796296.2963,5578313.253,3194078.9474,2759112.5198
Operating Expenses,53085526.3158,52389041.0959,35268831.1688,28982905.9829,18423192.7711,11034539.4737,7253565.7686
Operating Income,3509210.5263,-35457534.2466,-32276623.3766,-28982905.9829,-18423192.7711,-11034539.4737,-7253565.7686
Interest Expense,557894.7368,1594520.5479,1119480.5195,4101139.6011,751506.0241,0.0,0.0
Earnings before Tax,6619736.8421,-32810958.9041,-33385714.2857,-33041310.5413,-19097891.5663,-11019736.8421,-7236133.122
Income Tax Expense,-3284210.5263,-5153424.6575,-5631168.8312,-4356125.3561,-1953313.253,-998355.2632,-540412.0444
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,9903947.3684,-27657534.2466,-27754545.4545,-28685185.1852,-17144578.3133,-10021381.5789,-6695721.0777
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,9903947.3684,-27657534.2466,-27754545.4545,-28685185.1852,-17144578.3133,-10021381.5789,-6695721.0777
EPS,0.1184,-0.4247,-0.4545,-0.4843,-0.4367,-0.4934,-0.4279
EPS Diluted,0.1184,-0.4247,-0.4545,-0.4843,-0.4367,-0.4934,-0.4279
Weighted Average Shs Out,96794242.1053,84714473.9726,79598363.6364,58572217.9487,87903158.1325,95999501.6447,
Weighted Average Shs Out (Dil),96794242.1053,84714473.9726,79598363.6364,58572217.9487,87903158.1325,95999501.6447,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,0.0,0.0,0.0,0.0
EBITDA Margin,0.2013,-2.4986,-13.9714,,,,
EBIT Margin,0.1268,-1.8437,-10.7834,0.0,0.0,0.0,0.0
Profit Margin,0.2303,-2.237,-12.0468,,,,
Free Cash Flow margin,-0.6257,-1.2176,5.2344,0.0,0.0,0.0,0.0
EBITDA,8675000.0,-30879452.0548,-32190909.0909,-28871794.8718,-18296686.747,-10991776.3158,-7160063.3914
EBIT,7177631.5789,-31216438.3562,-32266233.7662,-28940170.9402,-18346385.5422,-11019736.8421,-7236133.122
Consolidated Income,9903947.3684,-27657534.2466,-27754545.4545,-28685185.1852,-17144578.3133,-10021381.5789,-6695721.0777
Earnings Before Tax Margin,0.117,-1.9379,-11.1576,0.0,0.0,0.0,0.0
Net Profit Margin,0.175,-1.6335,-9.2756,0.0,0.0,0.0,0.0
