date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,9556000000.0,9664000000.0,8347000000.0,6973000000.0,6897000000.0,7404000000.0,8082000000.0,8493000000.0,9735000000.0,10346000000.0,8510000000.0,9842000000.0,10001000000.0,9854000000.0,8882000000.0,8760000000.0,7238000000.0,5056000000.0
,costOfRevenue,5860000000.0,5803000000.0,5079000000.0,4518000000.0,4565000000.0,4906000000.0,5468000000.0,5710000000.0,6161000000.0,6331000000.0,5884000000.0,6282000000.0,6465000000.0,6331000000.0,5845000000.0,5532000000.0,4672000000.0,3054000000.0
,grossProfit,3696000000.0,3861000000.0,3268000000.0,2455000000.0,2332000000.0,2498000000.0,2614000000.0,2783000000.0,3574000000.0,4015000000.0,2626000000.0,3560000000.0,3536000000.0,3523000000.0,3037000000.0,3228000000.0,2566000000.0,2002000000.0
,grossProfitRatio,0.386772708246128,0.399524006622517,0.391517910626572,0.352072278789617,0.338118022328549,0.337385197190708,0.323434793367978,0.327681620157777,0.367128916281459,0.388072685095689,0.308578143360752,0.361715098557204,0.353564643535646,0.357519788918206,0.341927493807701,0.368493150684931,0.354517822602929,0.395965189873418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,-1498000000.0,-1398000000.0,-1302000000.0,-1336000000.0,-1425000000.0,-1520000000.0,-1816000000.0,-2413000000.0,-2352000000.0,-2350000000.0,-2365000000.0,-2152000000.0,-1802000000.0,-1667000000.0,-1630000000.0,-1532000000.0,-1238000000.0,-836000000.0
,GeneralAndAdministrativeExpenses,-1093000000.0,-1095000000.0,-983000000.0,-911000000.0,-897000000.0,-927000000.0,-1066000000.0,-1166000000.0,-1210000000.0,-1175000000.0,-1159000000.0,-1187000000.0,-1099000000.0,-1067000000.0,-1026000000.0,-947000000.0,-785000000.0,-534000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,103000000.0,53000000.0,55000000.0,99000000.0,164000000.0,117000000.0,95000000.0,91000000.0,34000000.0,90000000.0,166000000.0,62000000.0,48000000.0,-35000000.0,-9000000.0,10000000.0,-4000000.0,40000000.0
,operatingExpenses,2472000000.0,2454000000.0,2221000000.0,2148000000.0,2176000000.0,2224000000.0,2834000000.0,3482000000.0,3453000000.0,3435000000.0,3358000000.0,3277000000.0,2807000000.0,2769000000.0,2665000000.0,2469000000.0,2027000000.0,1663000000.0
,costAndExpenses,3269000000.0,3310000000.0,2794000000.0,2271000000.0,2243000000.0,2576000000.0,2389000000.0,846000000.0,2633000000.0,2792000000.0,2235000000.0,2524000000.0,2384000000.0,3485000000.0,3052000000.0,2987000000.0,2440000000.0,1724000000.0
,interestExpense,-1000000.0,7000000.0,22000000.0,20000000.0,22000000.0,18000000.0,5000000.0,35000000.0,25000000.0,3000000.0,0.0,-51000000.0,-83000000.0,-93000000.0,-34000000.0,3000000.0,52000000.0,-36000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
