Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,,,,,
Stock-based compensation,,,0.0,0.0,
Operating Cash Flow,,,-297562.0,-155.0,
Capital Expenditure,,,0.0,0.0,
Acquisitions and disposals,,,0.0,0.0,
Investment purchases and sales,,,0.0,0.0,
Investing Cash flow,,,-250000000.0,-250000000.0,
Issuance (repayment) of debt,,,-27750.0,-27750.0,
Issuance (buybacks) of shares,,,250000000.0,0.0,
Dividend payments,,,0.0,0.0,
Financing Cash Flow,,,251350067.0,11000.0,
Effect of forex changes on cash,,,0.0,0.0,
Net cash flow / Change in cash,,,1052505.0,10845.0,
Free Cash Flow,,,-297562.0,-155.0,
Net Cash/Marketcap,0.0048,0.0048,,,0.8292
