date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,revenue,2719900000.0,2854000000.0,2731700000.0,2408200000.0,2238000000.0,2068100000.0,2118300000.0,2069600000.0,2023300000.0,2021200000.0
,costOfRevenue,1541100000.0,1601700000.0,1558400000.0,1335300000.0,1248300000.0,1185400000.0,1263200000.0,1205000000.0,1197700000.0,1211400000.0
,grossProfit,1178800000.0,1252300000.0,1173300000.0,1072900000.0,989700000.0,882700000.0,855100000.0,864600000.0,825600000.0,809800000.0
,grossProfitRatio,0.433398286701717,0.438787666433076,0.429512757623458,0.445519475126651,0.442225201072386,0.426816885063585,0.403672756455648,0.417761886354851,0.408046261058667,0.400653077379774
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,687000000.0,647000000.0,582000000.0,559000000.0,510000000.0,527000000.0,0.0,454300000.0,450800000.0
,otherExpenses,12500000.0,3000000.0,0.0,0.0,-18000000.0,-7000000.0,4000000.0,0.0,0.0,100000.0
,operatingExpenses,635700000.0,687200000.0,647500000.0,582500000.0,559800000.0,510500000.0,527400000.0,486200000.0,454300000.0,450800000.0
,costAndExpenses,2176800000.0,2319000000.0,2205900000.0,1915700000.0,1888100000.0,1813700000.0,1792000000.0,1828800000.0,1652000000.0,1662200000.0
,interestExpense,51100000.0,56000000.0,54000000.0,105700000.0,64300000.0,52900000.0,53800000.0,-17400000.0,1500000.0,1400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
