Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,12444000.0,12790000.0,11996000.0,11532000.0,12857000.0,12088000.0,0.0,0.0,9394000.0,7249000.0
Stock-based compensation,4236000.0,3055000.0,1366000.0,248000.0,1542000.0,3057000.0,0.0,0.0,2893000.0,1840000.0
Operating Cash Flow,22976000.0,33830000.0,25974000.0,20229000.0,25256000.0,18223000.0,0.0,0.0,28688000.0,29015000.0
Capital Expenditure,9528000.0,11233000.0,24725000.0,10754000.0,17663000.0,21034000.0,0.0,0.0,-11517000.0,-10245000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-14975000.0,-0.0,-0.0,-0.0,-14324000.0,-12449000.0
Investment purchases and sales,-1928000.0,-2000.0,-3108000.0,-6003000.0,-104000.0,-2881000.0,0.0,0.0,0.0,0.0
Investing Cash flow,-14023000.0,-1900000.0,-28469000.0,-10862000.0,-33293000.0,-24144000.0,0.0,0.0,-25841000.0,-22694000.0
Issuance (repayment) of debt,-85496000.0,-63981000.0,-57742000.0,-51940000.0,-57123000.0,-69884000.0,-0.0,-0.0,2135000.0,801000.0
Issuance (buybacks) of shares,31000.0,1960000.0,-2860000.0,-5923000.0,62000.0,-1362000.0,0.0,0.0,-796000.0,184000.0
Dividend payments,-4088000.0,-4099000.0,-4170000.0,-4391000.0,-4412000.0,-2305000.0,-0.0,-0.0,-4344000.0,-4271000.0
Financing Cash Flow,-9051000.0,-19551000.0,4389000.0,-12657000.0,13209000.0,-3177000.0,0.0,0.0,-2932000.0,-3164000.0
Effect of forex changes on cash,-1591000.0,1242000.0,-1550000.0,4040000.0,180000.0,1953000.0,0.0,0.0,-1357000.0,1071000.0
Net cash flow / Change in cash,-1689000.0,13621000.0,344000.0,750000.0,5352000.0,-3829000.0,0.0,0.0,-1442000.0,4228000.0
Free Cash Flow,13448000.0,22597000.0,1249000.0,9475000.0,7593000.0,-2811000.0,0.0,0.0,17171000.0,18770000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352,0.0719
