Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30,2009-06-30
Depreciation & Amortization,268000.0,765000.0,731000.0,558000.0,320000.0,306000.0,2115000.0,2243000.0,2315000.0,2135000.0,2209000.0
Stock-based compensation,305000.0,450000.0,1134000.0,551000.0,5028000.0,646000.0,31000.0,1007000.0,1195000.0,978000.0,338000.0
Operating Cash Flow,-8475000.0,-10784000.0,-8821000.0,-13324000.0,-10858000.0,-552000.0,-2902000.0,-4109000.0,9234000.0,4437000.0,4972000.0
Capital Expenditure,2000.0,-19000.0,-499000.0,-809000.0,-2268000.0,-150000.0,-1847000.0,-1252000.0,-776000.0,-1829000.0,-1427000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,3595000.0,9178000.0,8380000.0,10242000.0,-31677000.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,3597000.0,9159000.0,7881000.0,15533000.0,19244000.0,-368000.0,-1847000.0,-1252000.0,-776000.0,-1829000.0,-1427000.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,0.0,-372000.0,-356000.0,-1697000.0,-267000.0,-1352000.0
Issuance (buybacks) of shares,5914000.0,-7000.0,-1275000.0,-140000.0,-2323000.0,42000.0,40000.0,0.0,148000.0,114000.0,-103000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,5914000.0,-7000.0,-1275000.0,-140000.0,-9887000.0,-345000.0,-332000.0,544000.0,-1549000.0,747000.0,-1455000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,1036000.0,-1632000.0,-2215000.0,2069000.0,-1501000.0,-1265000.0,-5081000.0,-4817000.0,6909000.0,3355000.0,2090000.0
Free Cash Flow,-8473000.0,-10803000.0,-9320000.0,-14133000.0,-13126000.0,-702000.0,-4749000.0,-5361000.0,8458000.0,2608000.0,3545000.0
Net Cash/Marketcap,0.1113,0.2763,0.6992,0.6162,0.4418,0.0608,-0.0694,0.1755,0.4143,-0.0161,-0.2116
