date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2015-12-31_FY
,revenue,89453031.0,125431439.0,136688527.0,130876760.0,0.0
,costOfRevenue,72618391.0,105038847.0,107694944.0,102992558.0,0.0
,grossProfit,16834640.0,20392592.0,28993583.0,27884202.0,0.0
,grossProfitRatio,0.188195299944616,0.162579590592116,0.212114239843992,0.21305693997926,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,25043254.0,31899310.0,30738330.0,25734216.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,25043254.0,31899310.0,30738330.0,25734216.0,0.0
,costAndExpenses,97661645.0,136938157.0,138433274.0,128726774.0,2403492.0
,interestExpense,1824667.0,1314295.0,0.0,303894.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,2437396.0,2315394.0,2045684.0,1741000.0,0.0
,EBITDA,-4210986.0,-7806231.0,1152206.0,5251602.0,-2422652.0
,EBITDARatio,-0.0470748274588929,-0.0622350430022572,0.00842942729202137,0.040126314251667,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-8208614.0,-11506718.0,-1744747.0,2149986.0,-2403492.0
,operatingIncomeRatio,-0.091764514944161,-0.0917371122562024,-0.0127643997509754,0.0164275613179911,0.0
,totalOtherIncomeExpensesNet,264435.0,-70798.0,-851269.0,-1056722.0,-19160.0
,incomeBeforeTax,-8473049.0,-11435920.0,-893478.0,3206708.0,-2384332.0
,incomeBeforeTaxRatio,-0.0947206473081946,-0.0911726764132874,-0.00653659834961862,0.0245017373596351,0.0
,incomeTaxExpense,-186195.0,567523.0,-102185.0,1656334.0,0.0
,netIncome,-8286854.0,-12003443.0,-791293.0,1550374.0,-2384332.0
,netIncomeRatio,-0.0926391638982026,-0.095697243814607,-0.00578902280511078,0.0118460603700764,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.45,-0.79,-0.06,0.13,-1.6
,EPSDiluted,-0.45,-0.79,-0.06,0.13,-1.6
,weightedAverageShsOut,18381081.0,15219548.0,14141840.0,12282325.0,2605918.0
,weightedAverageShsOutDil,18381081.0,15219548.0,14141840.0,12282325.0,2605918.0
