Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,1489160.0,789004.0,572000.0
Stock-based compensation,4060375.0,0.0,
Operating Cash Flow,-13577316.0,3124047.0,2644000.0
Capital Expenditure,-10897339.0,-289835.0,-76000.0
Acquisitions and disposals,710081.0,0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,-10216436.0,-886574.0,-76000.0
Issuance (repayment) of debt,45837422.0,-1603909.0,
Issuance (buybacks) of shares,0.0,0.0,
Dividend payments,0.0,0.0,
Financing Cash Flow,29132121.0,-1886381.0,-1286000.0
Effect of forex changes on cash,-77281.0,38109.0,-5000.0
Net cash flow / Change in cash,5261088.0,389201.0,1277000.0
Free Cash Flow,-24474655.0,2834212.0,
Net Cash/Marketcap,-0.0352,-0.0351,-0.0351
