Date,2019-02-02,2018-02-03,2017-01-28,2016-01-30
Cash and cash equivalents,27146000.0,34954000.0,31964000.0,0.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,27146000.0,34954000.0,31964000.0,0.0
Receivables,194300000.0,190756000.0,166249000.0,0.0
Inventories,1052306000.0,1019138000.0,1031844000.0,0.0
Total current assets,1337206000.0,1336604000.0,1264395000.0,0.0
Property Plant & Equipment Net,748778000.0,758750000.0,763643000.0,0.0
Goodwill and Intangible Assets,1125004000.0,1149010000.0,1177293000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,9784000.0,233000.0,
Total non-current assets,1902079000.0,1937252000.0,1967824000.0,
Total assets,3239285000.0,3273856000.0,3232219000.0,0.0
Payables,816880000.0,751948000.0,720632000.0,0.0
Short-term debt,254377000.0,219750000.0,20000000.0,0.0
Total current liabilities,1577688000.0,1469587000.0,1200341000.0,0.0
Long-term debt,1546471000.0,2492660000.0,2000118000.0,0.0
Total debt,1800848000.0,2712410000.0,2020118000.0,
Deferred revenue,134415000.0,0.0,0.0,
Tax Liabilities,858000.0,57074000.0,92900000.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,1861231000.0,2834126000.0,2379089000.0,
Total liabilities,3441369000.0,4303713000.0,3579430000.0,0.0
Other comprehensive income,722963000,2401000.0,2281000.0,
Retained earnings (deficit),-915113000.0,-1036012000.0,-356760000.0,0.0
Total shareholders equity,-202084000.0,-1029857000.0,-347211000.0,0.0
Investments,0.0,0.0,0.0,0.0
Net Debt,1773702000.0,2677456000.0,1988154000.0,
Other Assets,0.0,91756000.0,34338000.0,
Other Liabilities,2450000.0,497889000.0,459709000.0,0.0
