date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-772000.0,-24622000.0,13198000.0,11568000.0,-5593000.0,11116000.0,-46151000.0,-1593000.0,86241000.0,-43904000.0,-260000.0,-19334000.0,29170000.0
,depreciationAndAmortization,219607000.0,154254000.0,151007000.0,127500000.0,104401000.0,137674000.0,69400000.0,54500000.0,34100000.0,37563000.0,30356000.0,28314000.0,9357000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,39000.0,380000.0,1259000.0,839000.0,99000.0,218000.0,214000.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-17882000.0,-20546000.0,15837000.0,-52651000.0,-11804000.0,-95156000.0,-28100000.0,-29600000.0,-56200000.0,11036000.0,-28222000.0,-39181000.0,-53221000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259000.0,3442000.0,-3289000.0,-23158000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,284666000.0,382988000.0,407044000.0,235683000.0,148953000.0,114137000.0,272121000.0,214065000.0,333633000.0,7528000.0,-17111000.0,-21795000.0,-13465000.0
,otherNonCashItems,120043000.0,108038000.0,55286000.0,166276000.0,56940000.0,66597000.0,86600000.0,33700000.0,21700000.0,53327000.0,-65565000.0,-33792000.0,-44152000.0
,netCashProvidedByOperatingActivites,322110000.0,218513000.0,237105000.0,255401000.0,145186000.0,120151000.0,102100000.0,67800000.0,56600000.0,26938000.0,-86299000.0,-52453000.0,-68041000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-252450000.0,-207069000.0,-198550000.0,-134105000.0,-97752000.0,-207712000.0,-128726000.0,-218770000.0,-90422000.0,-87712000.0,-98132000.0,-186296000.0,-130315000.0
,acquisitionsNet,683000.0,0.0,0.0,3000000.0,4000000.0,1000000.0,16000000.0,-23000000.0,-11617000.0,-2000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33719000.0,16897000.0,25340000.0,6746000.0
,netCashUsedForInvestingActivites,-248710000.0,-174922000.0,-188335000.0,-122014000.0,-133779000.0,-313454000.0,-166636000.0,-300215000.0,-140493000.0,-111725000.0,-73894000.0,-157489000.0,-246905000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-49081000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-4263000.0,-15725000.0,-38367000.0,-4772000.0,-320000.0,-12992000.0,-5100000.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69101000.0,175453000.0,174122000.0
,netCashUsedProvidedByFinancingActivities,-37863000.0,-20854000.0,70194000.0,-181682000.0,92413000.0,73289000.0,104671000.0,133508000.0,360792000.0,79828000.0,156047000.0,213200000.0,292353000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-18896000.0,-18297000.0,-8337000.0,7969000.0,-27449000.0,-11320000.0,-31877000.0,-12853000.0,-16608000.0,423000.0,-14408000.0,19416000.0,-12911000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,16641000.0,4440000.0,110627000.0,-40326000.0,85099000.0,-118352000.0,13300000.0,-111700000.0,260300000.0,-4537000.0,-18554000.0,22674000.0,-35504000.0
,cashAtEndOfPeriod,214185000.0,122798000.0,387553000.0,145538000.0,384758000.0,47010000.0,151300000.0,127200000.0,292100000.0,70269000.0,74806000.0,93360000.0,70686000.0
,cashAtBeginningOfPeriod,197544000.0,118358000.0,276926000.0,185864000.0,299659000.0,165362000.0,138000000.0,238900000.0,31800000.0,74806000.0,93360000.0,70686000.0,106190000.0
,operatingCashFlow,322110000.0,218513000.0,237105000.0,255401000.0,145186000.0,120151000.0,102100000.0,67800000.0,56600000.0,26938000.0,-86299000.0,-52453000.0,-68041000.0
,capitalExpenditure,-252450000.0,-207069000.0,-198550000.0,-134105000.0,-97752000.0,-207712000.0,-128726000.0,-218770000.0,-90422000.0,-87712000.0,-98132000.0,-186296000.0,-130315000.0
