date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,2758000000.0,2642000000.0,1819000000.0,1698000000.0,2093000000.0,2112000000.0,1737000000.0,1922000000.0,1832000000.0,0.0,1217600000.0,1070100000.0,1245800000.0,1426300000.0,1411600000.0,1364000000.0,1301800000.0,1163500000.0,1064300000.0,1022600000.0
,costOfRevenue,2137000000.0,2178000000.0,1321000000.0,1310000000.0,1846000000.0,1992000000.0,1530000000.0,1732000000.0,1568000000.0,0.0,996100000.0,931900000.0,1133400000.0,1310200000.0,1244700000.0,1143800000.0,1168900000.0,1026300000.0,949000000.0,972500000.0
,grossProfit,621000000.0,464000000.0,498000000.0,388000000.0,247000000.0,120000000.0,207000000.0,190000000.0,264000000.0,0.0,221500000.0,138200000.0,112400000.0,116100000.0,166900000.0,220200000.0,132900000.0,137200000.0,115300000.0,50100000.0
,grossProfitRatio,0.225163161711385,0.175624526873581,0.273776800439802,0.228504122497055,0.118012422360248,0.0568181818181818,0.119170984455959,0.0988553590010406,0.14410480349345,0.0,0.181915243101183,0.129146808709466,0.0902231497832718,0.0813994250858866,0.118234627373194,0.161436950146628,0.102089414656629,0.117920068758058,0.108334116320586,0.0489927635439077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,347000000.0,347000000.0,267000000.0,251000000.0,210000000.0,217000000.0,192000000.0,187000000.0,239000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,9000000.0,-3000000.0,1000000.0,1000000.0,1000000.0,28000000.0,27000000.0,-1000000.0,-7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,347000000.0,347000000.0,267000000.0,251000000.0,210000000.0,217000000.0,192000000.0,187000000.0,239000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,2484000000.0,2525000000.0,1588000000.0,1561000000.0,2056000000.0,2209000000.0,1722000000.0,1919000000.0,1807000000.0,0.0,1055300000.0,1003600000.0,1247500000.0,1428700000.0,1363400000.0,1276100000.0,1283600000.0,1129400000.0,1047300000.0,1072400000.0
,interestExpense,179000000.0,201000000.0,182000000.0,166000000.0,170000000.0,154000000.0,121000000.0,117000000.0,51000000.0,0.0,49900000.0,35900000.0,53900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50100000.0,0.0,75700000.0,112300000.0,103000000.0,103100000.0,104600000.0,0.0,0.0,119900000.0
,EBITDA,585000000.0,412000000.0,449000000.0,308000000.0,263000000.0,182000000.0,311000000.0,330000000.0,215000000.0,0.0,212400000.0,116400000.0,74000000.0,109900000.0,151200000.0,191000000.0,122800000.0,116000000.0,41900000.0,70100000.0
,EBITDARatio,0.21211022480058,0.155942467827403,0.246838922484882,0.181389870435807,0.125656951743908,0.0861742424242424,0.179044329303397,0.171696149843913,0.11735807860262,0.0,0.174441524310118,0.108774880852257,0.0593995825975277,0.0770525134964594,0.10711249645792,0.140029325513196,0.0943309264095867,0.0996991834980662,0.039368599079207,0.0685507529825934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,274000000.0,117000000.0,231000000.0,137000000.0,37000000.0,-97000000.0,15000000.0,3000000.0,25000000.0,0.0,162300000.0,66500000.0,-1700000.0,-2400000.0,48200000.0,87900000.0,18200000.0,34100000.0,17000000.0,-49800000.0
,operatingIncomeRatio,0.0993473531544597,0.0442846328538986,0.126992853216053,0.0806831566548881,0.0176779741997133,-0.0459280303030303,0.00863557858376511,0.00156087408949011,0.013646288209607,0.0,0.133295006570302,0.0621437248855247,-0.00136458500561888,-0.00168267545397182,0.0341456503258714,0.0644428152492669,0.0139806421877401,0.0293081220455522,0.0159729399605374,-0.0486993937023274
,totalOtherIncomeExpensesNet,21000000.0,-22000000.0,-28000000.0,-46000000.0,-29000000.0,7000000.0,-44000000.0,58000000.0,1048000000.0,0.0,-106400000.0,-61200000.0,-92700000.0,-9600000.0,50300000.0,-15200000.0,-128700000.0,-81900000.0,-24900000.0,-39900000.0
,incomeBeforeTax,114000000.0,-88000000.0,43000000.0,-87000000.0,-173000000.0,-266000000.0,-149000000.0,-61000000.0,1008000000.0,0.0,6600000.0,-30200000.0,-147300000.0,-62100000.0,48100000.0,68500000.0,-120100000.0,-62800000.0,-8000000.0,-89800000.0
,incomeBeforeTaxRatio,0.0413343002175489,-0.0333080999242998,0.0236393622869709,-0.0512367491166078,-0.0826564739608218,-0.12594696969697,-0.0857800805987334,-0.0317377731529657,0.550218340611354,0.0,0.00542049934296978,-0.0282216615269601,-0.118237277251565,-0.0435392273715207,0.0340748087276849,0.0502199413489736,-0.0922568750960209,-0.0539750752041255,-0.00751667762848821,-0.0878153725796988
,incomeTaxExpense,-881000000.0,14000000.0,13000000.0,6000000.0,-115000000.0,41000000.0,268000000.0,29000000.0,-125000000.0,0.0,2000000.0,-1500000.0,-1800000.0,43000000.0,23100000.0,21800000.0,-38300000.0,-15100000.0,8300000.0,-30700000.0
,netIncome,969000000.0,-109000000.0,-7000000.0,-285000000.0,-59000000.0,-318000000.0,-427000000.0,-126000000.0,1134000000.0,0.0,5800000.0,-38500000.0,-334900000.0,-106400000.0,-200000.0,18800000.0,-127600000.0,-92700000.0,-97300000.0,-107400000.0
,netIncomeRatio,0.351341551849166,-0.0412566237698713,-0.00384826827927433,-0.167844522968198,-0.0281892021022456,-0.150568181818182,-0.245826137017847,-0.0655567117585848,0.618995633187773,0.0,0.0047634691195795,-0.0359779459863564,-0.268823246106919,-0.0745986117927505,-0.00014168319637291,0.013782991202346,-0.0980181287448149,-0.0796733992264718,-0.0914215916564878,-0.105026403285742
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,6.76,-0.78,-0.06,-2.39,-0.5,-2.75,-3.74,-1.11,11.37,0.0,0.028,-0.188,-1.634,-0.522,0.0,0.154,-1.114,-0.416,-0.142,-0.520967
,EPSDiluted,6.69,-0.78,-0.06,-2.39,-0.5,-2.75,-3.74,-1.11,11.1,0.0,0.028,-0.188,-1.634,-0.522,0.0,0.154,-1.114,-0.416,-0.142,-0.520967
,weightedAverageShsOut,143355000.0,139859000.0,122881000.0,119502000.0,116161000.0,115566000.0,114281000.0,113416000.0,98985000.0,206160000.0,206160000.0,205880000.0,204975000.0,203460000.0,201865000.0,122590000.0,114500000.0,222836538.0,685211268.0,206155000.0
,weightedAverageShsOutDil,144906000.0,139859000.0,122881000.0,119502000.0,116161000.0,115566000.0,114281000.0,113416000.0,101406000.0,206160000.0,206915000.0,205880000.0,204975000.0,203460000.0,204665000.0,122590000.0,114500000.0,222836538.0,685211268.0,206920000.0
