date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2523000000.0,2131300000.0,1837500000.0,1497800000.0,1215000000.0,1223000000.0,1229600000.0,1047700000.0,883600000.0,773200000.0,672200000.0,433600000.0,490800000.0,670600000.0,529600000.0,430929000.0,337260000.0,227487000.0,194254000.0,195868000.0
,depreciationAndAmortization,189000000.0,190800000.0,159500000.0,143600000.0,133400000.0,126300000.0,111700000.0,91000000.0,81300000.0,72400000.0,63000000.0,65700000.0,62300000.0,53400000.0,46500000.0,42272000.0,40018000.0,45289000.0,50578000.0,80488000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,246000000.0,206600000.0,197100000.0,152000000.0,161600000.0,149000000.0,133400000.0,114600000.0,104100000.0,98700000.0,89500000.0,89100000.0,85500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,644900000.0,490000000.0,-483500000.0,735700000.0,13400000.0,-355400000.0,127700000.0,687100000.0,-59200000.0,90400000.0,113200000.0,199100000.0,623600000.0,0.0,0.0,0.0,217500000.0,-36800000.0,-49300000.0,0.0
,accountsReceivables,0.0,0.0,12700000.0,-100800000.0,-9300000.0,-3200000.0,-31500000.0,-44700000.0,-49700000.0,2800000.0,-62500000.0,-69300000.0,89400000.0,-42700000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23900000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,2827000000.0,2182100000.0,1692100000.0,2175600000.0,1439900000.0,1426500000.0,1781900000.0,1654200000.0,967100000.0,1026300000.0,935900000.0,822700000.0,623600000.0,0.0,0.0,0.0,0.0,-217500000.0,-180700000.0,-131400000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773200000.0,0.0,0.0,0.0,61600000.0,61400000.0,3164000.0,-2998000.0,0.0,0.0,13998000.0
,netCashProvidedByOperatingActivites,1918000000.0,1522700000.0,1619900000.0,229500000.0,170500000.0,1506400000.0,1291300000.0,1233200000.0,902800000.0,948400000.0,732800000.0,535600000.0,741800000.0,758000000.0,593200000.0,539482000.0,374280000.0,296955000.0,269298000.0,290354000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-214000000.0,-204600000.0,-168500000.0,-186100000.0,-148300000.0,-151300000.0,-126200000.0,-105800000.0,-76900000.0,-82300000.0,-118000000.0,-133900000.0,-144100000.0,-145600000.0,-94400000.0,-51802000.0,-43069000.0,-31742000.0,-26047000.0,-41375000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-272000000.0,-258100000.0,-1147800000.0,-81100000.0,-100000.0,-164800000.0,-471900000.0,-405900000.0,-529600000.0,-127200000.0,-225600000.0,-136600000.0,-170900000.0,-241200000.0,-303100000.0,-71318000.0,-79763000.0,-96013000.0,-15547000.0,-35968000.0
,salesMaturitiesOfInvestments,0.0,131400000.0,352400000.0,334700000.0,175100000.0,434500000.0,166600000.0,85700000.0,314900000.0,53900000.0,78000000.0,110900000.0,199700000.0,41400000.0,239600000.0,31786000.0,6897000.0,74096000.0,7261000.0,88968000.0
,otherInvestingActivites,0.0,6800000.0,88400000.0,-28500000.0,79500000.0,-9400000.0,-11900000.0,-11500000.0,-18500000.0,-9400000.0,-11300000.0,-7100000.0,-9700000.0,700000.0,-263301000.0,-297000.0,40070000.0,0.0,-60638000.0,-20595000.0
,netCashUsedForInvestingActivites,-36300000.0,-324500000.0,-875500000.0,39000000.0,106200000.0,109000000.0,-443400000.0,-437500000.0,-310100000.0,-165000000.0,-276900000.0,-166700000.0,-125000000.0,-344700000.0,-421200000.0,-91631000.0,-75865000.0,-53659000.0,-94971000.0,-8970000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56699000.0,-49366000.0,-205000000.0
,commonStockIssued,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50600000.0,83000000.0,47700000.0,100400000.0,91600000.0,105100000.0,47973000.0,75149000.0,27169000.0,25320000.0,13102000.0
,commonStockRepurchased,-1201000000.0,-705800000.0,-1090400000.0,-458100000.0,-676900000.0,-987800000.0,-415500000.0,-14100000.0,-135200000.0,-479700000.0,-240000000.0,-71000000.0,-614200000.0,-403700000.0,-171000000.0,-75853000.0,-18334000.0,-19963000.0,-95773000.0,-30923000.0
,dividendsPaid,-845000000.0,-733900000.0,-694300000.0,-563100000.0,-540800000.0,-1059000000.0,-462100000.0,-396700000.0,-603400000.0,-317900000.0,-278900000.0,-256900000.0,-312500000.0,-180300000.0,-147600000.0,-119534000.0,-96164000.0,-83672000.0,-78701000.0,-73838000.0
,otherFinancingActivites,0.0,523700000.0,470400000.0,1281600000.0,915000000.0,24100000.0,52600000.0,15800000.0,40500000.0,35300000.0,49800000.0,35500000.0,43500000.0,91200000.0,10900000.0,3402000.0,4151000.0,14984000.0,55870000.0,14490000.0
