Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,193000000.0,179000000.0,123086000.0,151088000.0,128648000.0,130616000.0,214617000.0,299948000.0,372754000.0
Stock-based compensation,26000000.0,25000000.0,26144000.0,24974000.0,23632000.0,28052000.0,31533000.0,29019000.0,0.0
Operating Cash Flow,1176000000.0,928000000.0,596067000.0,535169000.0,454107000.0,876566000.0,765627000.0,1097067000.0,1460994000.0
Capital Expenditure,129000000.0,169000000.0,195663000.0,157361000.0,175799000.0,88580000.0,68894000.0,77669000.0,79071000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,2377000000.0,2080000000.0,3690069000.0,1681280000.0,1779327000.0,1104010000.0,1212047000.0,2206881000.0,1084074000.0
Investing Cash flow,-2706000000.0,-3919000000.0,-3436254000.0,-2650718000.0,-1340557000.0,-1393160000.0,-1908974000.0,-2492444000.0,-1925697000.0
Issuance (repayment) of debt,-162000000.0,-153000000.0,-280120000.0,-287752000.0,-1223275000.0,-832122000.0,-372891000.0,-8663000.0,-73558000.0
Issuance (buybacks) of shares,-664000000.0,-307000000.0,-97240000.0,0.0,0.0,0.0,0.0,25500000.0,0.0
Dividend payments,-236000000.0,-129000000.0,-107851000.0,-108055000.0,-96130000.0,-119660000.0,-133581000.0,-156135000.0,-109316000.0
Financing Cash Flow,1596000000.0,2802000000.0,2779195000.0,2071926000.0,557272000.0,-150230000.0,1760904000.0,1695601000.0,18640000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,66000000.0,-189000000.0,-60992000.0,-43623000.0,-329178000.0,-666824000.0,617557000.0,300224000.0,-446063000.0
Free Cash Flow,1047000000.0,759000000.0,400404000.0,377808000.0,278308000.0,787986000.0,696733000.0,1019398000.0,1381923000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
