date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-7521970.0,126233334.0,2809128.0,37552453.0,48904641.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,13541589.0,-19022446.0,18026843.0,-18445443.0,-1844807.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-190582851.0,-154717703.0,-76567815.0,-175027338.0,-222679856.0
,netCashProvidedByOperatingActivites,-184563232.0,-47506815.0,-55731844.0,-155920328.0,-175620022.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-23200000.0,-29937889.0,2837889.0,-1344989.0,-3252825.0
,commonStockIssued,196502033.0,69515572.0,9084815.0,75368774.0,103621513.0
,commonStockRepurchased,0.0,0.0,-87000000.0,0.0,0.0
,dividendsPaid,-55810159.0,-44680990.0,-47677251.0,-47635066.0,-47852785.0
,otherFinancingActivites,74079998.0,53049000.0,176048000.0,131970000.0,123104119.0
,netCashUsedProvidedByFinancingActivities,191571872.0,47945693.0,53293453.0,158358719.0,175620022.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,7008640.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,7447518.0,438878.0,0.0,2438391.0,0.0
,cashAtBeginningOfPeriod,438878.0,0.0,2438391.0,0.0,0.0
,operatingCashFlow,-184563232.0,-47506815.0,-55731844.0,-155920328.0,-175620022.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,-184563232.0,-47506815.0,-55731844.0,-155920328.0,-175620022.0
