date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-268905000.0,-195071000.0,-139074895.0,-50384176.0,-37512212.0
,depreciationAndAmortization,4640000.0,3766000.0,1649775.0,548127.0,199005.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,24830000.0,20291000.0,12229643.0,9931106.0,4925278.0
,changeInWorkingCapital,872164000.0,25526097.0,1757393.0,139626669.0,69630110.0
,accountsReceivables,-1375000.0,-3701000.0,-89708.0,0.0,0.0
,inventory,-7168000.0,-6001000.0,-3822.0,0.0,0.0
,accountsPayables,39981000.0,-14772000.0,28464350.0,8444347.0,-929716.0
,otherWorkingCapital,1117993000.0,245829000.0,220302903.0,218545510.0,78918841.0
,otherNonCashItems,-848784000.0,-45523097.0,25900062.0,-132088907.0,-69400212.0
,netCashProvidedByOperatingActivites,-216055000.0,-191011000.0,-97538022.0,-32367181.0,-32158031.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-15242000.0,-10117839.0,-9117020.0,-2223882.0
,acquisitionsNet,0.0,0.0,-2086058.0,-1900000.0,0.0
,purchasesOfInvestments,-949161000.0,-277640000.0,-200350000.0,0.0,-500000.0
,salesMaturitiesOfInvestments,405000000.0,277990000.0,0.0,500000.0,0.0
,otherInvestingActivites,-10669000.0,0.0,0.0,82789.0,-5615.0
,netCashUsedForInvestingActivites,-554830000.0,-14892000.0,-212553897.0,-10434231.0,-2729497.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-6527000.0,-4351000.0,0.0,0.0,0.0
,commonStockIssued,1137683000.0,216200000.0,141000000.0,160424994.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,1284000.0,7453000.0,3146800.0,27435201.0,106200000.0
,netCashUsedProvidedByFinancingActivities,1132440000.0,219302000.0,144146800.0,187860195.0,106200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4862000.0,91000.0,-763422.0,652595.0,-524398.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,366417000.0,13490000.0,-166708541.0,145711378.0,70788074.0
,cashAtEndOfPeriod,442859000.0,76442000.0,62951607.0,229660148.0,83948770.0
,cashAtBeginningOfPeriod,76442000.0,62952000.0,229660148.0,83948770.0,13160696.0
,operatingCashFlow,-216055000.0,-191011000.0,-97538022.0,-32367181.0,-32158031.0
,capitalExpenditure,-10669000.0,-15242000.0,-10117839.0,-9117020.0,-2229497.0
,freeCashFlow,-226724000.0,-206253000.0,-107655861.0,-41484201.0,-34387528.0
