Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,5112520.0,12427743.0,6882843.0,0.0
Revenue Growth,-0.588620395513489,0.805611867072952,0.0,
Cost of Revenue,1653028.0,3348681.0,2300572.0,0.0
Gross Profit,3459492.0,9079062.0,4582271.0,0.0
R&D Expenses,1028249.0,398188.0,289487.0,111000.0
SG&A Expense,3876872.0,2931469.0,1842079.0,150000.0
Operating Expenses,5828338.0,3364657.0,2131566.0,225672.0
Operating Income,-2368846.0,5714405.0,2450705.0,-150000.0
Interest Expense,0.0,0.0,0.0,0.0
Earnings before Tax,-9008152.0,5200785.0,3133530.0,-151000.0
Income Tax Expense,-595421.0,1300894.0,783382.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,6626470.0,519642.0,-684577.0,
Net Income,-8412731.0,3899891.0,2350148.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-8412731.0,3899891.0,2350148.0,-151000.0
EPS,-0.41,0.19,13.48,0.0
EPS Diluted,-0.41,0.19,13.48,0.0
Weighted Average Shs Out,31910000.0,32910000.0,32910000.0,33310000.0
Weighted Average Shs Out (Dil),20951074.0,20010000.0,174384.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,0.6767,0.7305,0.6658,0.0
EBITDA Margin,-1.687,0.438,0.459,
EBIT Margin,-1.762,0.4185,0.4553,0.0
Profit Margin,-1.646,0.314,0.341,
Free Cash Flow margin,-0.5654,0.5246,0.2262,
EBITDA,-8625472.0,5447314.0,3159514.0,
EBIT,-9008152.0,5200785.0,3133530.0,-225672.0
Consolidated Income,-8412731.0,3899891.0,2350148.0,
Earnings Before Tax Margin,-1.762,0.4185,0.4553,0.0
Net Profit Margin,-1.6455,0.3138,0.3415,
