date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-7524000.0,34355000.0,22501000.0,17643000.0,90908000.0,105931000.0,5035000.0,83332000.0,20546000.0,17940000.0,43792000.0,74837000.0,41833000.0,58468000.0,70876000.0,64743000.0,168313000.0,-3903000.0,38117000.0,-80868000.0,-261306000.0,-33743000.0,6900000.0,300000.0
,depreciationAndAmortization,21542000.0,16699000.0,3701000.0,12572000.0,17195000.0,21214000.0,25295000.0,26399000.0,24519000.0,18526000.0,12799000.0,10631000.0,6399000.0,7596000.0,7635000.0,8496000.0,8323000.0,8834000.0,13111000.0,29560000.0,35161000.0,8108000.0,3300000.0,1200000.0
,deferredIncomeTax,-20830000.0,-2614000.0,-8274000.0,-2011000.0,-4983000.0,9666000.0,-1526000.0,-3319000.0,917000.0,-5403000.0,1689000.0,16146000.0,20925000.0,26137000.0,26528000.0,27988000.0,5753000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,11153000.0,10209000.0,14636000.0,14267000.0,11817000.0,17299000.0,11786000.0,2078000.0,0.0,0.0,0.0,0.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-496626000.0,-36502000.0,-58623000.0,79252000.0,106845000.0,127591000.0,18636000.0,107344000.0,14273000.0,14524000.0,-42297000.0,81307000.0,15540000.0,-6840000.0,-18127000.0,-4838000.0,57935000.0,34528000.0,16259000.0,-65795000.0,-10493000.0,24609000.0,34300000.0,3300000.0
,accountsReceivables,-774000.0,-3672000.0,-8357000.0,15348000.0,-16878000.0,5003000.0,-276000.0,676000.0,-3438000.0,-15141000.0,-30134000.0,-9264000.0,-3862000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,9445000.0,-7321000.0,3378000.0,-9093000.0,6981000.0,1904000.0,-1701000.0,-4786000.0,3154000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-12998000.0,483628000.0,520130000.0,578753000.0,499501000.0,392656000.0,265065000.0,246429000.0,139085000.0,124812000.0,110288000.0,152585000.0,71278000.0,55738000.0,62578000.0,80705000.0,85543000.0,27608000.0,-6920000.0,-23179000.0,42616000.0,53109000.0,28500000.0,-5800000.0
,otherNonCashItems,-1277000.0,-2837000.0,0.0,0.0,-394000.0,-1035000.0,199000.0,-14643000.0,0.0,1485000.0,3506000.0,1873000.0,2101000.0,757000.0,-2118000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
,netCashProvidedByOperatingActivites,53619000.0,60867000.0,10627000.0,78322000.0,110589000.0,149699000.0,14600000.0,29934000.0,49884000.0,60814000.0,75825000.0,96443000.0,88918000.0,97896000.0,104419000.0,102552000.0,85558000.0,37058000.0,668000.0,-4866000.0,-87806000.0,89000.0,-2500000.0,5000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3651000.0,-10182000.0,-6846000.0,-3982000.0,-2337000.0,-3484000.0,-12400000.0,-11043000.0,-31116000.0,-40660000.0,-16289000.0,-18265000.0,-30167000.0,-6126000.0,-4806000.0,-1907000.0,-5649000.0,-4179000.0,-4326000.0,-1884000.0,-47420000.0,-23733000.0,-9300000.0,-7900000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1134928000.0,-320487000.0,-694018000.0,-456468000.0,-354999000.0,-473779000.0,-370050000.0,-224103000.0,0.0,0.0,0.0,0.0,0.0,0.0,-58900000.0,-169243000.0,-64095000.0,0.0,0.0,-1940000.0,-1496000.0,-24491000.0,0.0,0.0
,salesMaturitiesOfInvestments,119886000.0,684356000.0,491800000.0,390720000.0,361680000.0,479200000.0,308900000.0,87000000.0,0.0,3371000.0,1047000.0,575000.0,1100000.0,0.0,112666000.0,180335000.0,0.0,0.0,288000.0,4735000.0,45263000.0,5000000.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-135000.0,-20000.0,-164000.0,-483000.0,3431000.0,7014000.0,0.0,0.0,1100000.0,-6569000.0,1372000.0,-4863000.0,-4647000.0,4380000.0,-5696000.0,25445000.0,-34073000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1018693000.0,353687000.0,-209064000.0,-69730000.0,4209000.0,-7681000.0,-82110000.0,-154066000.0,-35833000.0,-36182000.0,-17427000.0,-21908000.0,-42642000.0,-12695000.0,50332000.0,4322000.0,-74391000.0,201000.0,-9734000.0,26356000.0,-37726000.0,-43224000.0,-9300000.0,-7900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,6803000.0,0.0,-9000.0,-21000.0,-172000.0,-1447000.0,-2326000.0,-2284000.0,-491000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,51082000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104000.0,3291000.0,6094000.0,5703000.0,5759000.0,3717000.0,995000.0,4224000.0,167796000.0,47197000.0,48500000.0,100000.0
