date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,302636000.0,85000.0,63000.0,1547000.0,1550000.0
,costOfRevenue,90101000.0,0.0,0.0,0.0,884000.0
,grossProfit,212535000.0,0.0,63000.0,1547000.0,666000.0
,grossProfitRatio,0.70227930583275,0.0,1.0,1.0,0.429677419354839
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,8830000.0,3845000.0,4815000.0,2674000.0,2499000.0
,GeneralAndAdministrativeExpenses,2.114,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,54642000.0,19750000.0,25520000.0,18868000.0,29171000.0
,costAndExpenses,144743000.0,19750000.0,25520000.0,18868000.0,30055000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,5000.0,7000.0,18000.0,26000.0,28000.0
,EBITDA,307457000.0,-19566000.0,-25385000.0,-17249000.0,-28408000.0
,EBITDARatio,1.01593002815263,-230.188235294118,-402.936507936508,-11.1499676793794,-18.3277419354839
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,157893000.0,-19665000.0,-25457000.0,-17321000.0,-28505000.0
,operatingIncomeRatio,0.521725769571366,-231.352941176471,-404.079365079365,-11.19650937298,-18.3903225806452
,totalOtherIncomeExpensesNet,-149559000.0,-92000.0,-54000.0,-46000.0,-69000.0
,incomeBeforeTax,307452000.0,-19573000.0,-25403000.0,-17275000.0,-28436000.0
,incomeBeforeTaxRatio,1.01591350665486,-230.270588235294,-403.222222222222,-11.1667744020685,-18.3458064516129
,incomeTaxExpense,27023000.0,-393000.0,3000.0,3000.0,133000.0
,netIncome,280429000.0,-19180000.0,-25406000.0,-17278000.0,-28569000.0
,netIncomeRatio,0.926621419791433,-225.647058823529,-403.269841269841,-11.1687136393019,-18.4316129032258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,4.09001352175572,-0.28,-0.4,-0.3,-0.51
,EPSDiluted,4.09001352175572,-0.28,-0.4,-0.3,-0.51
,weightedAverageShsOut,71059000.0,68564321.0,62985763.0,58354397.0,55984825.0
,weightedAverageShsOutDil,71059000.0,68564321.0,62985763.0,58354397.0,55984825.0
