date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-69484000.0,-82764000.0,-114780000.0,-74356000.0,-54890000.0,-31386526.140861,-16270246.607325,15479576.900771
,depreciationAndAmortization,417000.0,770000.0,510000.0,432000.0,233000.0,150875.735246,152001.556496,197464.718716
,deferredIncomeTax,0.0,0.0,0.0,1410000.0,-794000.0,-438414.274157,87552.896542,1071556.795272
,stockBasedCompensation,5219000.0,9748000.0,5154000.0,5732000.0,2545000.0,0.0,0.0,0.0
,changeInWorkingCapital,-11391000.0,-195000.0,4028000.0,-1326000.0,3601000.0,2747469.004876,15808.161876,2010549.863294
,accountsReceivables,8000.0,0.0,0.0,0.0,-1932000.0,-3133404.762425,0.0,3623408.544837
,inventory,-5141000.0,-682000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1813000.0,1310000.0,-2969000.0,2585000.0,-383000.0,5950845.122778,644486.599543,-1612858.681543
,otherWorkingCapital,38694000.0,74531000.0,90947000.0,80579000.0,10000.0,-69971.355476,-35264.361107,0.0
,otherNonCashItems,0.0,549000.0,32365000.0,-1240000.0,-16000.0,7776660.179739,5903740.454302,-23965036.316938
,netCashProvidedByOperatingActivites,-71331000.0,-71892000.0,-72723000.0,-69348000.0,-49321000.0,-21754531.73857,-10530667.834039,-5176889.723549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,-603000.0,-163995.364398,-82688.846734,-33140.931813
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-115000.0,-30000.0,-57045000.0,-75371176.174753,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,50950000.0,81000000.0,0.0,0.0,3453561.269298
,otherInvestingActivites,0.0,392000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-274000.0,331000.0,-4604000.0,49749000.0,23352000.0,-75535171.539151,-80256.82183,3420420.337485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-4000.0,0.0,0.0,0.0,0.0,-7274834.364682,-2128021.790943,-805048.468613
,commonStockIssued,0.0,48082000.0,74219000.0,80000000.0,24822000.0,149358231.47399,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-2359000.0,-6831000.0,-8092000.0,-2790000.0,-14602147.245971,368451.772946,139468.088044
,netCashUsedProvidedByFinancingActivities,26924000.0,56075000.0,92923000.0,72219000.0,22301000.0,131959416.613824,8783257.940561,1405727.857715
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-140000.0,-106000.0,-362000.0,1371000.0,0.0,-4373.209717,-21888.224135,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-44821000.0,-15592000.0,15234000.0,53991000.0,-3668000.0,34665340.126386,-1849554.939443,-350741.528349
,cashAtEndOfPeriod,41590000.0,86411000.0,102003000.0,86769000.0,32778000.0,36600485.426279,2152342.039982,4544450.274794
,cashAtBeginningOfPeriod,86411000.0,102003000.0,86769000.0,32778000.0,36446000.0,1935145.299893,4001896.979425,4895191.803143
,operatingCashFlow,-71331000.0,-71892000.0,-72723000.0,-69348000.0,-49321000.0,-21754531.73857,-10530667.834039,-5176889.723549
,capitalExpenditure,0.0,-61000.0,-229000.0,-1173000.0,-603000.0,-163995.364398,-82688.846734,-33140.931813
,freeCashFlow,-71331000.0,-71953000.0,-72952000.0,-70521000.0,-49924000.0,-21918527.102967,-10613356.680772,-5210030.655362
