date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,revenue,115627000000.0,109029000000.0,99624000000.0,95668000000.0,93543000000.0,94205000000.0,96606000000.0,97031000000.0,97234000000.0,102694000000.0,100434000000.0,67252000000.0,71372000000.0,61437000000.0,54533000000.0,43097000000.0,33256000000.0,29614000000.0,29050000000.0,32934000000.0,22217000000.0,18867000000.0,16783000000.0,15852000000.0,8455000000.0,8271000000.0,8660000000.0,7624000000.0,6959000000.0,3506600000.0,3420900000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,43976000000.0,41919000000.0,38715000000.0,36825000000.0,35943000000.0,35964000000.0,36235000000.0,35809000000.0,33984000000.0,32808000000.0,31552000000.0,22746000000.0,22689000000.0,21191000000.0,18255000000.0,14506000000.0,11695000000.0,10983000000.0,11944000000.0,12748000000.0,6642000000.0,5879000000.0,5437000000.0,5158000000.0,2766000000.0,2644000000.0,2466000000.0,2349000000.0,2369000000.0,1335300000.0,1355900000.0
,SellingAndMarketingExpenses,3579000000.0,3290000000.0,2900000000.0,2897000000.0,2708000000.0,2550000000.0,2500000000.0,2577000000.0,3143000000.0,2446000000.0,1777000000.0,1913000000.0,2070000000.0,2209000000.0,4224000000.0,1335000000.0,710000000.0,689000000.0,601000000.0,595000000.0,459000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,97649000000.0,89060000000.0,78679000000.0,71851000000.0,70304000000.0,72310000000.0,80042000000.0,79157000000.0,84089000000.0,90616000000.0,99084000000.0,98286000000.0,93339000000.0,79673000000.0,67207000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,26795000000.0,22383000000.0,14275000000.0,9818000000.0,7463000000.0,7897000000.0,9677000000.0,11153000000.0,13604000000.0,12781000000.0,15198000000.0,34239000000.0,44981000000.0,37865000000.0,25369000000.0,13834000000.0,11107000000.0,13758000000.0,21379000000.0,27131000000.0,11493000000.0,13723000000.0,13598000000.0,11569000000.0,6429000000.0,4414000000.0,3767000000.0,4550000000.0,7169000000.0,4459900000.0,4806200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8368000000.0,7791000000.0,6179000000.0,5478000000.0,4940000000.0,4759000000.0,637000000.0,957000000.0,848000000.0,936000000.0,1050000000.0,4406000000.0,3821000000.0,3577000000.0,4318000000.0,3835000000.0,3101000000.0,3426000000.0,2891000000.0,2545000000.0,1403000000.0,1170000000.0,951000000.0,869000000.0,366000000.0,377000000.0,333000000.0,319000000.0,192000000.0,236000000.0,209000000.0
