date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,revenue,3476495000.0,3200583000.0,3744512000.0,3390393000.0,2853078000.0,3467626000.0,2960626610.0,1654356064.0,1294829413.0,1898922106.0,1495509056.0,630961165.0,705006356.0,302797671.0,68212256.0,18323800.0,9684820.0,4113175.0,4042000.0
,costOfRevenue,2786581000.0,2482086000.0,2969430000.0,2752795000.0,2435890000.0,2890856000.0,2379633234.0,1378661093.0,1204467983.0,1716640492.0,1266737444.0,552856159.0,633998620.0,279022155.0,55871959.0,11210878.0,6465191.0,2372314.0,2628000.0
,grossProfit,689914000.0,718497000.0,775082000.0,637598000.0,417188000.0,576770000.0,580993376.0,275694971.0,90361430.0,182281614.0,228771612.0,78105006.0,71007736.0,23775516.0,12340297.0,7112922.0,3219629.0,1740861.0,1414000.0
,grossProfitRatio,0.198451026105316,0.224489413335008,0.206991458433035,0.188060204230011,0.146223832646706,0.166329932928176,0.196240003395768,0.166647904280901,0.0697863587996823,0.0959921491376856,0.152972401659599,0.123787342759835,0.100719284862731,0.0785194810827987,0.180910260466975,0.388179416933169,0.332440768129919,0.423240197657527,0.349826818406729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,45167000.0,47045000.0,44193000.0,28777000.0,17407000.0,17056000.0,12056951.0,11684993.0,12998122.0,19838547.0,6843216.0,3180372.0,1824753.0,997832.0,397859.0,16381.0,40623.0,19780.0,0.0
,GeneralAndAdministrativeExpenses,225597000.0,242783000.0,245376000.0,230998000.0,203789000.0,162633000.0,76826038.0,44767586.0,128826340.0,86268786.0,54519646.0,46323959.0,34510263.0,0.0,0.0,0.0,0.0,0.0,324000.0
,SellingAndMarketingExpenses,224243000.0,180326000.0,165402000.0,156032000.0,145367000.0,149710000.0,125796632.0,88426136.0,91052729.0,69341229.0,47109261.0,22088657.0,10607562.0,0.0,0.0,0.0,0.0,0.0,81000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,389000.0,1623087.0,427560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
