Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,658255.0,387917.0,337583.0,315599.0,272649.0,265557.0
Stock-based compensation,982624.0,405896.0,726377.0,6477.0,6477.0,1080.0
Operating Cash Flow,-8563731.0,-3056606.0,-851024.0,-1339343.0,-1867682.0,-128693.0
Capital Expenditure,854834.0,287594.0,285998.0,-196190.0,-123959.0,-251004.0
Acquisitions and disposals,-0.0,-0.0,-0.0,0.0,0.0,0.0
Investment purchases and sales,1104635.0,6461507.0,299533.0,0.0,0.0,0.0
Investing Cash flow,-2642389.0,6173913.0,-7852140.0,-196190.0,-123959.0,-251004.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,47702.0,0.0,0.0
Issuance (buybacks) of shares,-12484256.0,-10085468.0,-5042477.0,2200000.0,0.0,3575000.0
Dividend payments,-0.0,-0.0,-2552701.0,0.0,-45421.0,0.0
Financing Cash Flow,13604908.0,1925684.0,8680573.0,2061888.0,-45421.0,3245854.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,2398788.0,5042991.0,-22591.0,526355.0,-2037062.0,2866157.0
Free Cash Flow,-9418565.0,-3344200.0,-1137022.0,-1535533.0,-1991641.0,-379697.0
Net Cash/Marketcap,0.0,0.0,0.0,0.2169,0.2169,0.2169
