date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY
,revenue,5103000000.0,5223203000.0,3811126000.0,3504286000.0,3171411000.0,2707115000.0,2372906000.0,1924400000.0,1700208000.0,1206021000.0,827654000.0,761552000.0,713711000.0,592798000.0,435164000.0
,costOfRevenue,2456000000.0,2413900000.0,1633600000.0,1519700000.0,1443300000.0,1257300000.0,1105000000.0,874800000.0,754500000.0,544836000.0,354588000.0,332206000.0,327780000.0,283766000.0,213874000.0
,grossProfit,2647000000.0,2809271000.0,2177510000.0,1984627000.0,1728063000.0,1449845000.0,1267874000.0,1049562000.0,945717000.0,661185000.0,473066000.0,429346000.0,385931000.0,309032000.0,221290000.0
,grossProfitRatio,0.518714481677445,0.537844498864011,0.57135607691795,0.566342758553383,0.544887748702391,0.535568307958842,0.534312779351563,0.545397006859281,0.556236060529065,0.54823672224613,0.571574595181078,0.563777654053827,0.540738478179543,0.521310800643727,0.5085209254442
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,676000000.0,669900000.0,442500000.0,409100000.0,356900000.0,302900000.0,271800000.0,246400000.0,202400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,727000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,46000000.0,-915000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,845000000.0,804852000.0,514954000.0,498326000.0,434345000.0,357119000.0,335408000.0,292039000.0,246633000.0,174050000.0,109997000.0,93946000.0,86652000.0,75194000.0,103123000.0
,costAndExpenses,3301000000.0,3218752000.0,2148554000.0,2018026000.0,1877645000.0,1614419000.0,1440408000.0,1166839000.0,1001133000.0,718886000.0,464585000.0,426152000.0,414432000.0,358960000.0,316997000.0
,interestExpense,1029000000.0,859753000.0,663008000.0,602589000.0,483850000.0,418785000.0,347688000.0,270685000.0,211906000.0,185256000.0,0.0,84398000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,169000000.0,134952000.0,72454000.0,89226000.0,77445000.0,54219000.0,63608000.0,45639000.0,44233000.0,40339000.0,15079000.0,13928000.0,12002000.0,12304000.0,6197000.0
,EBITDA,1971000000.0,2139371000.0,1735010000.0,1575527000.0,1371163000.0,1146945000.0,996074000.0,803162000.0,743317000.0,527474000.0,378148000.0,349328000.0,311281000.0,246142000.0,124364000.0
,EBITDARatio,0.386243386243386,0.409589862771943,0.455248658795327,0.449600004109254,0.432351089152431,0.423677974522693,0.419769683249147,0.417357098316358,0.437191802414763,0.437367176856788,0.4568914063123,0.458705380591214,0.436144321721257,0.415220699125166,0.285786508075117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1802000000.0,2004419000.0,1662556000.0,1486301000.0,1293718000.0,1092726000.0,932466000.0,757523000.0,699084000.0,487135000.0,363069000.0,335400000.0,299279000.0,233838000.0,118167000.0
