Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,10023002.0,8445252.0,3712056.0,3804795.0,2470390.0,1908930.0,2002512.0,0.0
Stock-based compensation,2182125.0,227000.0,194000.0,122000.0,0.0,0.0,0.0,0.0
Operating Cash Flow,-95479054.0,-66013897.0,-37647685.0,-42854251.0,-31385508.0,-27168894.0,-20261481.0,-20261481.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,9030000.0,3252400.0,0.0,0.0,-10125943.0
Investing Cash flow,-113980388.0,-90134713.0,-34395645.0,-8106588.0,-30433604.0,-14000285.0,-10125943.0,-10125943.0
Issuance (repayment) of debt,48026551.0,-45754691.0,-35984061.0,-14429017.0,-8143363.0,-3024545.0,-7810398.0,27095481.0
Issuance (buybacks) of shares,-113972891.0,-114177306.0,-78486982.0,9030000.0,3252400.0,-33449793.0,-27492071.0,4973.0
Dividend payments,-25709412.0,-3537287.0,-2069242.0,-0.0,-0.0,-0.0,-2306068.0,-2306068.0
Financing Cash Flow,192124476.0,200210487.0,75805731.0,48173750.0,67771861.0,66787874.0,30507543.0,30507543.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-17334966.0,44061877.0,3762401.0,-2787089.0,5952749.0,25618695.0,120119.0,120119.0
Free Cash Flow,-95479054.0,-66013897.0,-37647685.0,-42854251.0,-31385508.0,-27168894.0,-20261481.0,-20261481.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1598
