date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2008-02-20_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,17337000000.0,45768000000.0,44541000000.0,42207000000.0,40180000000.0,40990000000.0,42650000000.0,26743000000.0,24855000000.0,23979000000.0,22170000000.0,19917000000.0,23766000000.0,22935000000.0,22935000000.0,22563000000.0,20712000000.0,18645000000.0,17440000000.0,17299000000.0,18963000000.0,19703000000.0,17730000000.0,19205000000.0,18570000000.0,17753000000.0,16910000000.0,16137000000.0,15816000000.0,14396000000.0,12887000000.0,11719600000.0,10479600000.0,8824300000.0,7198000000.0,6018200000.0,6131000000.0
,costOfRevenue,24933000000.0,35379000000.0,34490000000.0,31154000000.0,28339000000.0,27967000000.0,31939000000.0,20658000000.0,20419000000.0,11682000000.0,6221000000.0,5462000000.0,8979000000.0,7204000000.0,6392000000.0,14346000000.0,13626000000.0,11456000000.0,10391000000.0,11076000000.0,12578000000.0,10906000000.0,9772000000.0,9291000000.0,9264000000.0,9008000000.0,8580000000.0,8239000000.0,8704000000.0,8276000000.0,7309000000.0,7806800000.0,4838500000.0,7465000000.0,6251000000.0,5218600000.0,5154600000.0
,grossProfit,-7596000000.0,10389000000.0,10051000000.0,11053000000.0,11841000000.0,13023000000.0,10711000000.0,6085000000.0,4436000000.0,12297000000.0,15949000000.0,14455000000.0,14787000000.0,15731000000.0,16543000000.0,8217000000.0,7086000000.0,7189000000.0,7049000000.0,6223000000.0,6385000000.0,8797000000.0,7958000000.0,9914000000.0,9306000000.0,8745000000.0,8330000000.0,7898000000.0,7112000000.0,6120000000.0,5578000000.0,3912800000.0,5641100000.0,1359300000.0,947000000.0,799600000.0,976400000.0
,grossProfitRatio,-0.438138086174079,0.226992658626114,0.225657259603511,0.261875992134006,0.294698855151817,0.31771163698463,0.251137162954279,0.227536177691358,0.178475155904245,0.512823720755661,0.719395579612088,0.725761911934528,0.622191365816713,0.685894920427294,0.721299324177022,0.364180295173514,0.342120509849363,0.38557253955484,0.404185779816514,0.35973177640326,0.336708326741549,0.446480231436837,0.448843767625493,0.516219734444155,0.501130856219709,0.492592801216696,0.492607924305145,0.489434219495569,0.449671219018715,0.425118088357877,0.432839295413983,0.333868050104099,0.538293446314745,0.154040547125551,0.131564323423173,0.132863646937623,0.159256238786495
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7571000000.0,6847000000.0,6807000000.0,6655000000.0,0.0,6770000000.0,9778000000.0,9721000000.0,9622000000.0,10187000000.0,11555000000.0,11728000000.0,10463000000.0,10016000000.0,10403000000.0,10354000000.0,9976000000.0,9914000000.0,9792000000.0,5199000000.0,5104000000.0,4690000000.0,3065700000.0,4284400000.0,0.0,0.0,0.0,102900000.0
,SellingAndMarketingExpenses,513000000.0,1602000000.0,1520000000.0,1477000000.0,1323000000.0,1394000000.0,1544000000.0,1158000000.0,0.0,1062000000.0,976000000.0,853000000.0,997000000.0,0.0,1028000000.0,-1076000000.0,-1113000000.0,-1107000000.0,-1063000000.0,-1125000000.0,-835000000.0,-1037000000.0,-1162000000.0,-1226000000.0,-1278000000.0,-1252000000.0,-1293000000.0,-1335000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,154000000.0,159000000.0,166000000.0,-15000000.0,-57000000.0,-747000000.0,-181000000.0,-88000000.0,242000000.0,0.0,0.0,0.0,0.0,21970000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
