Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,68035000.0,46933000.0,56875000.0,177512000.0
Stock-based compensation,5980000.0,6849000.0,,
Operating Cash Flow,121573000.0,107838000.0,5961000.0,42274000.0
Capital Expenditure,-239861000.0,-201706000.0,-70201000.0,-139688000.0
Acquisitions and disposals,0.0,0.0,,
Investment purchases and sales,0.0,0.0,,
Investing Cash flow,-248823000.0,-201680000.0,24445000.0,-138524000.0
Issuance (repayment) of debt,121398000.0,62969000.0,-51900000.0,127600000.0
Issuance (buybacks) of shares,291000.0,38402000.0,39179000.0,-154000.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,121689000.0,101371000.0,-59563000.0,125304000.0
Effect of forex changes on cash,0.0,0.0,,
Net cash flow / Change in cash,-5561000.0,7529000.0,-29157000.0,29054000.0
Free Cash Flow,-118288000.0,-93868000.0,,
Net Cash/Marketcap,-1.3948,-0.7382,-0.5444,-0.5444
