date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-04-30_FY,2014-04-30_FY,2013-04-30_FY,2012-04-30_FY,2011-04-30_FY,2010-04-30_FY,2009-04-30_FY,2008-04-30_FY,2007-04-30_FY,2006-04-30_FY,2005-04-30_FY,2004-04-30_FY,2003-04-30_FY
,revenue,2460104000.0,1379988000.0,915911000.0,747495000.0,406664000.0,0.0,182872730.59938,158138388.660198,149902168.112734,162876301.89756,111286327.372765,51022854.524993,36471949.574905,41068341.444076,33092143.179561,31429622.371365,17564693.990804,7147411.305134,8166900.877768
,costOfRevenue,1055843000.0,486387000.0,427568000.0,458366000.0,273022000.0,0.0,141206410.458995,148551948.229753,122538885.704686,100205857.774698,70422672.733044,49645812.626358,35175419.02249,0.0,0.0,28792624.608501,28712501.189155,18253081.363146,7527063.592849
,grossProfit,1404261000.0,893601000.0,488343000.0,289129000.0,133642000.0,0.0,41666320.140385,9586440.430445,27363282.408048,62670444.122862,40863654.639721,1377041.898635,1296530.552414,0.0,0.0,2636997.762864,-11147807.198351,-11105670.058012,639837.284919
,grossProfitRatio,0.570813672917893,0.647542587326846,0.533177350201057,0.386797236101914,0.328630023803435,0.0,0.22784326566252,0.0606205774047944,0.182540938216914,0.384773250575631,0.367193846759306,0.0269887271391386,0.0355487043474664,0.0,0.0,0.0839016686775888,-0.634671301657031,-1.55380313009757,0.0783451757888687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,33469000.0,66614000.0,48411000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3843299.27152,4387676.988354,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,60490000.0,45365000.0,31565000.0,24185000.0,10367000.0,0.0,5686080.455086,5046503.774153,5516137.320394,5412428.917922,3348940.85282,3645469.031661,0.0,1644868.824025,1300939.243477,1715697.53915,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-4264000.0,0.0,0.0,0.0,-185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,141639000.0,80873000.0,102412000.0,85476000.0,30262000.0,0.0,10770036.842675,11925776.508064,22411407.790976,19925402.034119,21181810.390435,12996076.04896,10538089.374712,0.0,0.0,9659989.261745,11254778.817187,4929850.887678,3548698.698
,costAndExpenses,1197482000.0,567648000.0,528828000.0,544697000.0,303284000.0,0.0,151976447.301669,160477724.737817,144950293.495662,120131259.808817,91604483.123479,62641888.675318,45713508.397202,44411458.248674,41246957.118353,38452613.870246,39967280.006342,23182932.250824,11075762.29085
,interestExpense,3881000.0,-10207000.0,10228000.0,-8072000.0,11326000.0,0.0,12763533.237415,12997325.690711,8860209.103307,252736.277847,33478.996932,46094.473603,33690.999707,73149.21453,85798.140291,57929.306488,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,168921000.0,133718000.0,148655000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3447972.259508,2553583.320121,1275384.077194,713345.8463
,EBITDA,1643353000.0,981261000.0,520801000.0,351453000.0,163603000.0,0.0,62489500.253657,22522612.973595,25689270.114829,57434319.140697,28764081.049624,-6541361.830115,-5660012.564393,581239.704643,-4930400.108333,-3575019.239373,-19849002.695417,-14760136.868496,-2195515.566781
,EBITDARatio,0.668001434085713,0.711064878825033,0.568615291223711,0.470174382437341,0.402305097082604,0.0,0.341710325256492,0.142423437878773,0.171373572765868,0.352625387926722,0.258469137482413,-0.128204544630305,-0.155188100180075,0.0141529870504873,-0.148990051251144,-0.113746808572226,-1.13005115294402,-2.06510248793067,-0.268830931052151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
