date,,2019-11-30_FY,2018-11-30_FY,2017-11-30_FY,2016-11-30_FY,2015-11-30_FY,2014-11-30_FY,2013-11-30_FY,2012-11-30_FY,2011-11-30_FY,2010-11-30_FY,2009-11-30_FY,2008-11-30_FY,2007-11-30_FY,2006-11-30_FY,2005-11-30_FY,2004-11-30_FY
,revenue,48799000.0,25405000.0,20850000.0,11410000.0,72546000.0,49230000.0,40000000.0,32740000.0,23530000.0,19100000.0,14380000.0,17720000.0,18270000.0,11840000.0,10570000.0,2610000.0
,costOfRevenue,76500000.0,78968000.0,82669000.0,87203000.0,138000000.0,146650000.0,115880000.0,96500000.0,81040000.0,54860000.0,36540000.0,58270000.0,58630000.0,47540000.0,18110000.0,1090000.0
,grossProfit,-27701000.0,-53563000.0,-61819000.0,-75793000.0,-65454000.0,-97430000.0,-75870000.0,-63760000.0,-57520000.0,-35770000.0,-22160000.0,-40550000.0,-151530000.0,-121460000.0,-62530000.0,-700000.0
,grossProfitRatio,-0.567655074899076,-2.10836449517811,-2.96494004796163,-6.64268185801928,-0.902241336531304,-1.9790777980906,-1.89675,-1.94746487477092,-2.44453888652784,-1.87277486910995,-1.54102920723227,-2.28837471783296,-8.29392446633826,-10.2584459459459,-5.91579943235572,-0.268199233716475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,3268000.0,3374000.0,3514000.0,22755000.0,27230000.0,25120000.0,24390000.0,20150000.0,14020000.0,5420000.0,1260000.0,2350000.0,2840000.0,2440000.0,1370000.0,420000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,174000.0,447000.0,650000.0,781000.0,-1834000.0,-2570000.0,-120000.0,550000.0,1330000.0,740000.0,1020000.0,670000.0,550000.0,280000.0,550000.0,20000.0
,operatingExpenses,15906000.0,15568000.0,15672000.0,23536000.0,25396000.0,22560000.0,24260000.0,20700000.0,15360000.0,6160000.0,2280000.0,9639999.99999999,3400000.0,2770000.0,2070000.0,440000.0
