date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,1124391000.0,1491118000.0,1495889000.0,1436499000.0,1230754000.0,1193975000.0,1262006000.0,1091566000.0,1229959000.0,1169355000.0,1133199000.0,1034159000.0,1362091000.0,1439502000.0,1259656000.0,1102174000.0,994709000.0,890818000.0,784036000.0,768821000.0,740032000.0,622400000.0,651200000.0,642700000.0,595000000.0,592500000.0,569200000.0,502300000.0,529100000.0,535700000.0,545900000.0,511200000.0,496100000.0,458000000.0,439700000.0,431800000.0
,costOfRevenue,721238000.0,944154000.0,963524000.0,939288000.0,790299000.0,782817000.0,829648000.0,738170000.0,812192000.0,772398000.0,724044000.0,671110000.0,847641000.0,892685000.0,797472000.0,705488000.0,654572000.0,576835000.0,530004000.0,519536000.0,452763000.0,394300000.0,407500000.0,398500000.0,358100000.0,355400000.0,342800000.0,300900000.0,312300000.0,314200000.0,322900000.0,302100000.0,293800000.0,264200000.0,254600000.0,251800000.0
,grossProfit,403153000.0,546964000.0,532365000.0,497211000.0,440455000.0,411158000.0,432358000.0,353396000.0,417767000.0,396957000.0,409155000.0,363049000.0,514450000.0,546817000.0,462184000.0,396686000.0,340137000.0,313983000.0,254032000.0,249285000.0,287269000.0,228100000.0,243700000.0,244200000.0,236900000.0,237100000.0,226400000.0,201400000.0,216800000.0,221500000.0,223000000.0,209100000.0,202300000.0,193800000.0,185100000.0,180000000.0
,grossProfitRatio,0.358552318543994,0.366814698769648,0.355885363151945,0.346126937784154,0.357874116192188,0.344360644067087,0.342595835519007,0.323751381043382,0.33965928945599,0.339466629039086,0.361061914103348,0.351057235879589,0.377691358360051,0.37986539789455,0.366912871450618,0.35991231874459,0.341946237542839,0.352465935802824,0.3240055303583,0.32424322436562,0.388184564991784,0.366484575835476,0.374232186732187,0.379959545666719,0.398151260504202,0.400168776371308,0.397751229796205,0.400955604220585,0.40975240975241,0.413477692738473,0.4084997252244,0.409037558685446,0.407780689377142,0.423144104803493,0.42096884239254,0.416859657248726
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,279783000.0,310516000.0,295181000.0,286723000.0,246084000.0,239993000.0,252384000.0,226553000.0,278834000.0,269402000.0,322625000.0,302534000.0,366510000.0,394443000.0,345148000.0,309991000.0,284223000.0,261983000.0,209192000.0,208965000.0,188449000.0,152200000.0,160000000.0,150300000.0,155000000.0,161600000.0,166100000.0,165800000.0,185800000.0,160300000.0,159700000.0,156900000.0,141900000.0,133200000.0,127600000.0,125700000.0
,SellingAndMarketingExpenses,279783000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-5931000.0,-8975000.0,-7428000.0,-8000.0,2326000.0,248000.0,-2082000.0,-2537000.0,-2671000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
