date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,revenue,2940163000.0,2988310000.0,3093788000.0,2826457000.0,2700219000.0
,costOfRevenue,2712035000.0,2771880000.0,2859037000.0,2644211000.0,2542546000.0
,grossProfit,228128000.0,216430000.0,234751000.0,182246000.0,157673000.0
,grossProfitRatio,0.0775902560504299,0.0724255515659353,0.0758781791124667,0.0644786034247116,0.0583926711129727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,129850000.0,126146000.0,123998000.0,125773000.0,118390000.0
,operatingExpenses,129850000.0,126146000.0,123998000.0,125773000.0,118390000.0
,costAndExpenses,2841885000.0,2898026000.0,2983035000.0,2769984000.0,2660936000.0
,interestExpense,11697000.0,11467000.0,9468000.0,6342000.0,5150000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,118391000.0,112466000.0,108635000.0,103068000.0,103053000.0
,EBITDA,222584000.0,175404000.0,202489000.0,160986000.0,136490000.0
,EBITDARatio,0.0757046463070245,0.058696721558339,0.0654501859855944,0.0569568190848118,0.0505477518675337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,98278000.0,90284000.0,110753000.0,56473000.0,39283000.0
,operatingIncomeRatio,0.0334260379441548,0.0302123942964418,0.035798509788001,0.019980137677665,0.0145480792483869
,totalOtherIncomeExpensesNet,5782000.0,38813000.0,26367000.0,4897000.0,10996000.0
,incomeBeforeTax,92496000.0,51471000.0,84386000.0,51576000.0,28287000.0
,incomeBeforeTaxRatio,0.0314594803077244,0.0172241166411785,0.0272759478024997,0.0182475799207276,0.0104758169615131
,incomeTaxExpense,21396000.0,11486000.0,17124000.0,-8150000.0,9635000.0
,netIncome,71100000.0,39985000.0,67262000.0,59726000.0,18652000.0
,netIncomeRatio,0.0241823327482184,0.0133804725747998,0.0217409854844611,0.0211310485176318,0.00690758786602124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.78435586746607,1.56,2.61,2.32,0.72
,EPSDiluted,2.78435586746607,1.51,2.51,2.25,0.71
,weightedAverageShsOut,25410232.0,25535529.0,25679736.0,25683745.0,25751544.0
,weightedAverageShsOutDil,26422523.0,26450055.0,26698831.0,26424389.0,26256570.0
