date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,720302000.0,751361000.0,661214000.0,626776000.0,498221000.0,438293000.0,394275000.0,392235000.0,367032000.0,383557000.0,387900000.0,374534000.0,300604000.0,300382000.0,355142000.0,310462000.0,308245000.0,289949000.0,285745000.0,273246000.0,252809000.0,251000000.0,243100000.0,181900000.0,154100000.0,149400000.0,134000000.0,132900000.0,126400000.0,116300000.0,103500000.0,105100000.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,308560000.0,269787000.0,274485000.0,258771000.0,211495000.0,191432000.0,162522000.0,156523000.0,149527000.0,145407000.0,133330000.0,121988000.0,114324000.0,111598000.0,106201000.0,95179000.0,92171000.0,84284000.0,80626000.0,76780000.0,75707000.0,63700000.0,77300000.0,57800000.0,50400000.0,50500000.0,46800000.0,45500000.0,42800000.0,38400000.0,33100000.0,31800000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,10109000.0,11561000.0,9248000.0,8694000.0,7787000.0,7606000.0,8159000.0,7754000.0,5073000.0,6198000.0,6642000.0,7313000.0,6491000.0,6293000.0,7845000.0,5363000.0,5043000.0,4563000.0,4195000.0,3314000.0,3859000.0,3800000.0,4600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,574000000.0,520000000.0,465000000.0,385000000.0,351000000.0,312000000.0,300000000.0,460000000.0,382000000.0,476000000.0,541000000.0,427000000.0,443000000.0,427000000.0,305000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,71669000.0,110257000.0,65870000.0,37712000.0,28641000.0,24386000.0,23012000.0,27115000.0,34901000.0,39891000.0,49518000.0,90219000.0,162610000.0,236832000.0,224550000.0,130850000.0,86478000.0,81313000.0,110910000.0,180838000.0,231906000.0,168600000.0,177000000.0,125800000.0,114500000.0,126600000.0,82900000.0,66200000.0,77600000.0,113800000.0,120600000.0,114500000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,11207000.0,10481000.0,7444000.0,21860000.0,17486000.0,17287000.0,15113000.0,3278000.0,14246000.0,14797000.0,15676000.0,14846000.0,15822000.0,14644000.0,10847000.0,15244000.0,17878000.0,25905000.0,19815000.0,13911000.0,8132000.0,9100000.0,24700000.0,9800000.0,5500000.0,6500000.0,5400000.0,9300000.0,5700000.0,3400000.0,3300000.0,3500000.0,0.0,0.0,0.0,0.0
