date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,revenue,330448000.0,325969000.0,395339000.0,391641000.0,429496000.0,430839000.0,424372000.0,398440000.0,344879000.0,326914000.0,342855000.0,376621000.0,441231000.0,431747000.0,207391000.0,197132000.0,151225000.0,120520000.0,100619000.0,82862000.0,80005000.0,77300000.0,65117000.0,43569000.0,31675355.0,28100000.0,26000000.0,25900000.0
,costOfRevenue,203506000.0,189612000.0,210866000.0,223162000.0,213403000.0,222853000.0,218510000.0,236467000.0,222089000.0,62361000.0,235262000.0,257462000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,126942000.0,136357000.0,184473000.0,168479000.0,216093000.0,207986000.0,205862000.0,161973000.0,122790000.0,264553000.0,107593000.0,119159000.0,441231000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.384151212898852,0.418312784344524,0.466619787068819,0.430187339936319,0.503131577476857,0.48274645517235,0.485097980074086,0.406517919887561,0.356037914746911,0.809243409581725,0.313814878009654,0.316389686183192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,30371000.0,30785000.0,31662000.0,34158000.0,31104000.0,29276000.0,28255000.0,28973000.0,23956000.0,0.0,0.0,0.0,0.0,39389000.0,35530000.0,17612000.0,13939000.0,10043000.0,5741000.0,4952000.0,4902000.0,4687000.0,4518000.0,3920000.0,3125100.0,2700000.0,0.0,800000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,743000.0,2262000.0,3491000.0,10378000.0,13043000.0,11429000.0,13951000.0,8515000.0,6888000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,0.0,30785000.0,31662000.0,34158000.0,31104000.0,29276000.0,28255000.0,28973000.0,23956000.0,184495000.0,22487000.0,23586000.0,352601000.0,259933000.0,112855000.0,94400000.0,49381000.0,50827000.0,31473000.0,26540000.0,25416000.0,25543000.0,22004000.0,16218000.0,12701941.0,0.0,0.0,0.0
,costAndExpenses,233877000.0,220397000.0,242528000.0,257320000.0,244507000.0,252129000.0,246765000.0,265440000.0,246045000.0,246856000.0,257749000.0,281048000.0,352601000.0,259933000.0,112855000.0,94400000.0,49381000.0,50827000.0,31473000.0,26540000.0,25416000.0,25543000.0,22004000.0,16218000.0,12701941.0,-6900000.0,-9500000.0,-9400000.0
,interestExpense,55201000.0,65095000.0,79880000.0,77883000.0,88032000.0,89739000.0,97303000.0,91271000.0,98803000.0,107515000.0,123115000.0,131629000.0,156063000.0,163628000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,168023000.0,154085000.0,172088000.0,177561000.0,170038000.0,167186000.0,167289000.0,183833000.0,171969000.0,162284000.0,172301000.0,185208000.0,239899000.0,236044000.0,80688000.0,70906000.0,38930000.0,29336000.0,23375000.0,19952000.0,19010000.0,18991000.0,16070000.0,11484000.0,8246594.0,6300000.0,6300000.0,6200000.0
,EBITDA,264594000.0,259657000.0,324899000.0,311882000.0,355027000.0,345896000.0,344896000.0,316833000.0,270803000.0,242342000.0,257407000.0,280781000.0,328529000.0,407858000.0,175224000.0,173638000.0,140774000.0,99029000.0,92521000.0,76274000.0,73599000.0,70748000.0,59183000.0,38835000.0,27220008.0,41300000.0,41800000.0,41500000.0
,EBITDARatio,0.800712971481141,0.796569612447809,0.82182380185107,0.796346654206276,0.82661305343938,0.80284282527812,0.812720914669205,0.795183716494328,0.78521162494672,0.741301993796534,0.750775109011098,0.745526670047608,0.744573704023516,0.944668984382057,0.844896837374814,0.880820972749224,0.930891056372954,0.821681048788583,0.919518182450631,0.92049431585045,0.919930004374727,0.915239327296248,0.908871723205922,0.89134476347862,0.859343423301807,1.46975088967972,1.60769230769231,1.6023166023166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
