date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,4307000000.0,9452000000.0,8906000000.0,9140000000.0,11663000000.0,11272000000.0,10502000000.0
,costOfRevenue,3724000000.0,7017000000.0,6655000000.0,6931000000.0,8494000000.0,8195000000.0,7710000000.0
,grossProfit,583000000.0,2435000000.0,2251000000.0,2209000000.0,3169000000.0,3077000000.0,2792000000.0
,grossProfitRatio,0.13536104016717,0.257617435463394,0.252750954412755,0.241684901531729,0.271713967246849,0.272977288857346,0.265854123024186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,311000000.0,441000000.0,443000000.0,434000000.0,616000000.0,611000000.0,491000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-2000000.0,3000000.0,28000000.0,23000000.0,-26000000.0,-1000000.0,37000000.0
,operatingExpenses,702000000.0,859000000.0,819000000.0,837000000.0,1302000000.0,1303000000.0,1119000000.0
,costAndExpenses,4426000000.0,7876000000.0,7474000000.0,7768000000.0,9796000000.0,9498000000.0,8829000000.0
,interestExpense,429000000.0,414000000.0,371000000.0,408000000.0,587000000.0,575000000.0,618000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,331000000.0,346000000.0,325000000.0,347000000.0,686000000.0,692000000.0,628000000.0
,EBITDA,212000000.0,1922000000.0,1757000000.0,1719000000.0,2553000000.0,2466000000.0,2301000000.0
,EBITDARatio,0.0492221964244254,0.203343207786712,0.197282730743319,0.188074398249453,0.218897367744148,0.218772178850248,0.219101123595506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-119000000.0,1576000000.0,1432000000.0,1372000000.0,1867000000.0,1774000000.0,1673000000.0
,operatingIncomeRatio,-0.0276294404457859,0.166737198476513,0.160790478329216,0.150109409190372,0.160078881934322,0.157381121362669,0.159302989906684
,totalOtherIncomeExpensesNet,-376000000.0,82000000.0,17000000.0,-34000000.0,-37000000.0,278000000.0,82000000.0
,incomeBeforeTax,-924000000.0,1244000000.0,1078000000.0,930000000.0,1255000000.0,1496000000.0,1147000000.0
,incomeBeforeTaxRatio,-0.214534478755514,0.131612357173085,0.12104199416124,0.101750547045952,0.107605247363457,0.132718239886444,0.109217291944392
,incomeTaxExpense,-204000000.0,358000000.0,309000000.0,-334000000.0,891000000.0,80000000.0,465000000.0
,netIncome,-715000000.0,881000000.0,764000000.0,1259000000.0,348000000.0,1404000000.0,673000000.0
,netIncomeRatio,-0.166008822846529,0.093207786711807,0.0857848641365372,0.137746170678337,0.0298379490697076,0.124556422995032,0.064083031803466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.49128919860627,3.07,2.53,3.88,1.059895,4.27180954564322,2.04974824264164
,EPSDiluted,-2.49128919860627,3.04,2.5,3.85,1.049896,4.25885157937736,2.04766939046858
,weightedAverageShsOut,287000000.0,287000000.0,302000000.0,324000000.0,329032574.0,328666338.0,328333005.0
,weightedAverageShsOutDil,287000000.0,290000000.0,305000000.0,327000000.0,330032673.0,329666337.0,328666338.0
