Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,64725000.0,12066000.0,20183000.0,22063674.0,633932.0
Revenue Growth,4.3642,-0.4022,-0.0852,33.8045,
Cost of Revenue,7915000.0,0.0,0.0,0.0,0.0
Gross Profit,56810000.0,12066000.0,20183000.0,22063674.0,633932.0
R&D Expenses,125254000.0,135160000.0,86380000.0,46029314.0,16351005.0
SG&A Expense,124895000.0,111124000.0,48070000.0,23352171.0,7863256.0
Operating Expenses,250449000.0,270584000.0,145582000.0,69381485.0,24964261.0
Operating Income,-193639000.0,-258518000.0,-125399000.0,-47317811.0,-24330329.0
Interest Expense,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-78723000.0,-254445000.0,-123653000.0,-47125778.0,-24324809.0
Income Tax Expense,99000.0,-963000.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-78822000.0,-253482000.0,-123653000.0,-47125778.0,-24324809.0
Preferred Dividends,0.0,0.0,0.0,634794.0,707342.0
Net Income Com,-78822000.0,-253482000.0,-123653000.0,-47760572.0,-25032151.0
EPS,-2.11,-7.63,-4.29,-2.1,-4.64
EPS Diluted,-2.11,-7.63,-4.29,-2.1,-4.64
Weighted Average Shs Out,37747117.0,37005446.0,30773048.0,24712721.0,
Weighted Average Shs Out (Dil),37366782.0,33242072.0,28804133.0,22710105.0,5397599.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.8777,1.0,1.0,1.0,1.0
EBITDA Margin,-1.109,-20.685,-5.947,-2.057,-38.103
EBIT Margin,-1.2163,-21.0878,-6.1266,-2.1359,-38.3713
Profit Margin,-1.218,-21.008,-6.127,-2.165,-39.487
Free Cash Flow margin,-1.6127,-13.6077,-4.4084,-2.3568,-2.0674
EBITDA,-71805000.0,-249585000.0,-120019000.0,-45392795.0,-24155019.0
EBIT,-78723000.0,-254445000.0,-123653000.0,-47125778.0,-24324809.0
Consolidated Income,-78822000.0,-253482000.0,-123653000.0,-47125778.0,-24324809.0
Earnings Before Tax Margin,-1.2163,-21.0878,-6.1266,-2.1359,-38.3713
Net Profit Margin,-1.2178,-21.008,-6.1266,-2.1359,-38.3713
