date,,2021-12-31_FY,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,276167000.0,-263429000.0,-128758000.0,-18934000.0,17152000.0
,depreciationAndAmortization,0.0,63929000.0,83043000.0,79441000.0,44634000.0
,deferredIncomeTax,20720000.0,0.0,-3748000.0,4118000.0,0.0
,stockBasedCompensation,868000.0,983000.0,789000.0,1685000.0,1582000.0
,changeInWorkingCapital,-21400000.0,5371000.0,-6642000.0,-3118000.0,-39723000.0
,accountsReceivables,0.0,0.0,790000.0,842000.0,-643000.0
,inventory,-18399000.0,11591000.0,-6740000.0,-15633000.0,-53534000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,-163777000.0,244894000.0,134675000.0,72711000.0,19006000.0
,netCashProvidedByOperatingActivites,112578000.0,51748000.0,79359000.0,135903000.0,42651000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-43820000.0,-38837000.0,-28095000.0,-76062000.0,-105824000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-9923000.0,-14849000.0,521000.0,-3611000.0,147001000.0
,netCashUsedForInvestingActivites,-53743000.0,-53686000.0,-27574000.0,-79673000.0,41177000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-70825000.0,-679000.0,-13966000.0,-26366000.0,-458888000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,-8400000.0,0.0
,otherFinancingActivites,1031000.0,2688000.0,-33513000.0,-33371000.0,410195000.0
,netCashUsedProvidedByFinancingActivities,-69794000.0,2009000.0,-47479000.0,-68137000.0,-48693000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,807000.0,330000.0,-263000.0,-514000.0,1150000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-10152000.0,401000.0,4043000.0,-12421000.0,36285000.0
,cashAtEndOfPeriod,25000000.0,35152000.0,34751000.0,30708000.0,43129000.0
,cashAtBeginningOfPeriod,35152000.0,34751000.0,30708000.0,43129000.0,6844000.0
,operatingCashFlow,112578000.0,51748000.0,79359000.0,135903000.0,42651000.0
,capitalExpenditure,-43820000.0,-38837000.0,-28095000.0,-76062000.0,-38331000.0
,freeCashFlow,68758000.0,12911000.0,51264000.0,59841000.0,4320000.0
