date,,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-214321000.0,-4359082000.0,7521731000.0,1366281000.0,3945479000.0,1048827000.0,1231663000.0,605289000.0,6000.0,9000.0,12000.0,62000.0,4000.0,-92788000.0,42815000.0,-92788000.0,70776000.0
,depreciationAndAmortization,574016000.0,672674000.0,666406000.0,633849000.0,654601000.0,648239000.0,682509000.0,554546000.0,508812000.0,409366000.0,302161000.0,397142000.0,109389000.0,130575000.0,109389000.0,130575000.0,69102000.0
,deferredIncomeTax,224737000.0,42341000.0,-465873000.0,84302000.0,769320000.0,-70392000.0,-112582000.0,-90562000.0,-35324000.0,-212742000.0,-274433000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,499276000.0,459858000.0,420174000.0,278220000.0,220936000.0,204172000.0,219267000.0,449149000.0,437843000.0,572427000.0,424930000.0,52471000.0,8402000.0,9096000.0,0.0,0.0,0.0
,changeInWorkingCapital,608797000.0,1059413000.0,1484981000.0,-676936000.0,2117306000.0,-474501000.0,-157368000.0,-163439000.0,2103209000.0,-1338874000.0,30667000.0,1231568000.0,455723000.0,0.0,-134826000.0,-286619000.0,0.0
,accountsReceivables,-43029000.0,-39065000.0,29278000.0,26199000.0,34752000.0,38100000.0,-31419000.0,81959000.0,-62082000.0,-88738000.0,-185196000.0,-272387000.0,-30798000.0,27628000.0,-30798000.0,27628000.0,-34042000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-4550000.0,-59965000.0,14165000.0,-7764000.0,12747000.0,-316000.0,23593000.0,-19684000.0,-23840000.0,45101000.0,30413000.0,31574000.0,4507000.0,-27202000.0,4507000.0,-27202000.0,11699000.0
,otherWorkingCapital,6838736000.0,6229939000.0,5170526000.0,3685545000.0,4362481000.0,2245175000.0,2719676000.0,2877044000.0,3040483000.0,937274000.0,2276148000.0,2245481000.0,1013913000.0,558190000.0,558190000.0,693016000.0,979635000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,1248863000.0,-2383422000.0,896700000.0,1195247000.0,-281554000.0,1323806000.0,1240190000.0,1310346000.0,1880241000.0,1918899000.0,1371576000.0,1711383000.0,302448000.0,106850000.0,302448000.0,106850000.0,509707000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-239109000.0,-554163000.0,-372147000.0,-338131000.0,-505507000.0,-593294000.0,-714078000.0,-433795000.0,-674829000.0,-602276000.0,-689136000.0,-408934000.0,-51553000.0,-86211000.0,-51553000.0,-86211000.0,-94413000.0
,acquisitionsNet,0.0,-175693000.0,-859036000.0,-1247544000.0,-505507000.0,-593294000.0,-157442000.0,-433795000.0,-674829000.0,-602276000.0,-689136000.0,-408934000.0,-51553000.0,-19188000.0,-189168000.0,-32263000.0,0.0
,purchasesOfInvestments,-7817485000.0,-203771000.0,-4163227000.0,-3344396000.0,-5688168000.0,-3327271000.0,-4251963000.0,-5048462000.0,-2317004000.0,-1105043000.0,-1328515000.0,-7023802000.0,-1644880000.0,-1200623000.0,-1165711000.0,-1200623000.0,-1432455000.0
,salesMaturitiesOfInvestments,5816713000.0,6691645000.0,945696000.0,748915000.0,1123350000.0,2825145000.0,3599922000.0,0.0,0.0,2243720000.0,1951323000.0,7341974000.0,1487851000.0,1329076000.0,1067540000.0,1329076000.0,959418000.0
,otherInvestingActivites,-7145227000.0,-4029525000.0,8164806000.0,4139605000.0,8432369000.0,1297782000.0,2033476000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-1567623000.0,1728493000.0,3716092000.0,-41551000.0,3362044000.0,202362000.0,509915000.0,3652000.0,11234000.0,-24948000.0,14919000.0,-39146000.0,-6962000.0,-207173000.0,-345854000.0,-207173000.0,-679144000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,17517000.0,59130000.0,308029000.0,353267000.0,218371000.0,156226000.0,167388000.0,112673000.0,363354000.0,375066000.0,318103000.0,746807000.0,78190000.0,83875000.0,78190000.0,0.0,0.0
,commonStockRepurchased,0.0,-203771000.0,-4163227000.0,-3344396000.0,-2167841000.0,-1618741000.0,-1749311000.0,-113444000.0,-79236000.0,-1585909000.0,-1782140000.0,-387735000.0,-100000000.0,-59988000.0,-100000000.0,-59988000.0,0.0
,dividendsPaid,-5948000.0,-15847000.0,-22344000.0,-35726000.0,-20000000.0,-75391000.0,-61000000.0,-27628000.0,-18942000.0,-15156000.0,-12908000.0,-10670000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-205251000.0,-216770000.0,-144924000.0,1247245000.0,-29987000.0,6557000.0,141217000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-193682000.0,-377258000.0,-4022466000.0,-1743884000.0,-1979457000.0,-1455958000.0,-1501706000.0,34597000.0,-74000.0,-16592000.0,-1094624000.0,1749000.0,-21810000.0,18290000.0,-21810000.0,18290000.0,355279000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
