Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Revenue,106798000.0,107000000.0,52000.0,95000000.0,343000.0,86000000.0,14000.0,84000000.0,174000.0,74000000.0,101000.0,127000.0,0.0
Revenue Growth,-0.00188785046728972,2056.69230769231,-0.999452631578947,275.967930029155,-0.996011627906977,6141.85714285714,-0.999833333333333,481.758620689655,-0.997648648648649,731.673267326733,-0.204724409448819,0.0,0.0
Cost of Revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Gross Profit,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,2358000.0,12000000.0,2366000.0,11000000.0,2127000.0,10000000.0,2094000.0,9000000.0,2689000.0,8000000.0,1655000.0,1594000.0,0.0
Operating Expenses,71137000.0,,68337000.0,,55595000.0,,50965000.0,,57406000.0,,32823000.0,24895000.0,0.0
Operating Income,12320000.0,36000000.0,5937000.0,33000000.0,3958000.0,33000000.0,3596000.0,34000000.0,-5902000.0,32000000.0,1527000.0,3761000.0,0.0
Interest Expense,26172000.0,,24570000.0,,25902000.0,,28014000.0,,26197000.0,,24351000.0,20226000.0,0.0
Earnings before Tax,12141000.0,,5972000.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Income Tax Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,12320000.0,12000000.0,5937000.0,6000000.0,3958000.0,4000000.0,3596000.0,4000000.0,-5902000.0,-6000000.0,1527000.0,3761000.0,0.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income Com,12320000.0,12000000.0,5937000.0,6000000.0,3958000.0,4000000.0,3596000.0,4000000.0,-5902000.0,-6000000.0,1527000.0,3761000.0,0.0
EPS,0.03,,-0.19,,-0.16,,-0.07,,-0.61,,-0.22,-0.04,0.0
EPS Diluted,0.03,,-0.19,,-0.16,,-0.07,,-0.61,,-0.22,-0.04,0.0
Weighted Average Shs Out,28675934.0,,26358237.0,,23193962.0,,21159597.0,,17253503.0,,13164244.0,10953325.0,0.0
Weighted Average Shs Out (Dil),28675934.0,,26358237.0,,23193962.0,,21159597.0,,17253503.0,,13164244.0,10953325.0,0.0
Dividend per Share,1.90281509227,,1.91241925627,,1.83211475469,,1.74251900922,,1.75981654276,,1.81856246359,1.88189431063,0.0
Gross Margin,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
EBITDA Margin,0.567351448529,0.80373831775701,951.826923077,0.76842105263158,124.10787172,0.77906976744186,2857.85714286,0.79761904761905,137.712643678,0.66216216216216,253.762376238,167.960629921,0.0
EBIT Margin,0.115357965505,0.11214953271028,114.173076923,0.063157894736842,11.5393586006,0.046511627906977,256.857142857,0.047619047619048,-33.9195402299,-0.081081081081081,15.1188118812,29.6141732283,0.0
Profit Margin,0.115357965505,0.11214953271028,114.173076923,0.063157894736842,11.5393586006,0.046511627906977,256.857142857,0.047619047619048,-33.9195402299,-0.081081081081081,15.1188118812,29.6141732283,0.0
Free Cash Flow margin,0.520599636697,,900.807692308,,120.002915452,,2249.07142857,,162.051724138,,196.881188119,184.291338583,0.0
EBITDA,60592000.0,86000000.0,49495000.0,73000000.0,42569000.0,67000000.0,40010000.0,67000000.0,23962000.0,49000000.0,25630000.0,21331000.0,0.0
EBIT,12320000.0,12000000,5937000.0,6000000,3958000.0,4000000,3596000.0,4000000,-5902000.0,-6000000,1527000.0,3761000.0,0.0
Consolidated Income,12320000.0,12000000.0,5937000.0,6000000.0,3958000.0,4000000.0,3596000.0,4000000.0,-5902000.0,-6000000.0,1527000.0,3761000.0,0.0
Earnings Before Tax Margin,0.113681904156,0,114.846153846,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
Net Profit Margin,0.115357965505,0.11214953271028,114.173076923,0.063157894736842,11.5393586006,0.046511627906977,256.857142857,0.047619047619048,-33.9195402299,-0.081081081081081,15.1188118812,29.6141732283,0.0
