date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2010-02-18_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,70806000.0,72967000.0,72677000.0,75173000.0,56386000.0,73056000.0,84834000.0,70582000.0,61541000.0,69932000.0,62216000.0,56949000.0,56949000.0,69968000.0,76170000.0,87170569.0,71905762.0,62446588.0,57221325.0,42807914.0,37655616.0,34303960.0,33123438.0,33108853.0,30072893.0,25030491.0,20585474.0,10100000.0,14700000.0,11600000.0,9000000.0,7300000.0,5900000.0
,depreciationAndAmortization,110381000.0,100932000.0,101329000.0,103905000.0,105580000.0,111848000.0,109629000.0,69649000.0,57821000.0,57876000.0,61949000.0,58730000.0,58730000.0,46109000.0,48486000.0,47371253.0,38248363.0,30028588.0,26918784.0,20390389.0,17779043.0,17217526.0,17312033.0,19227213.0,17488602.0,13956088.0,15902128.0,-20100000.0,-8700000.0,-7100000.0,-5200000.0,-4200000.0,-2700000.0
,deferredIncomeTax,8148000.0,4699000.0,2755000.0,-27121000.0,-4584000.0,8618000.0,39067000.0,10262000.0,-5751000.0,14743000.0,-8440000.0,14637000.0,14637000.0,2192000.0,494000.0,5101000.0,-2630000.0,3469000.0,9497000.0,5317000.0,2993000.0,1478000.0,-467000.0,-426000.0,-3149000.0,-2807000.0,905000.0,-200000.0,200000.0,-1000000.0,400000.0,1400000.0,100000.0
,stockBasedCompensation,2092000.0,2065000.0,539000.0,511000.0,856000.0,1251000.0,1134000.0,1184000.0,2379000.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,33563000.0,-79406000.0,72299000.0,-41063000.0,66301000.0,-11668000.0,26212000.0,-90338000.0,-21702000.0,22886000.0,67426000.0,0.0,43528000.0,-148614000.0,-111706410.0,22989869.0,28790967.0,55823651.0,40351363.0,-1606980.0,29397259.0,6831017.0,-16313988.0,45819665.0,12324520.0,29064569.0,37980498.0,-22800000.0,9800000.0,1900000.0,8600000.0,-1500000.0,-300000.0
,accountsReceivables,1176000.0,6676000.0,15338000.0,15239000.0,14165000.0,16025000.0,7366000.0,7834000.0,-2357000.0,-2579000.0,-4258000.0,-558000.0,-558000.0,7556000.0,-860000.0,-639071.0,-5757598.0,-266085.0,-3824334.0,-7311959.0,-745754.0,-1475973.0,-2087502.0,2856101.0,-4623019.0,2338411.0,-591568.0,2200000.0,-1400000.0,-2700000.0,-400000.0,-800000.0,-1600000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,3062000.0,-10758000.0,-26012000.0,-26893000.0,-11063000.0,202000.0,-19017000.0,-9722000.0,953000.0,0.0,0.0,-567000.0,0.0,0.0,2731000.0,7609411.0,11308110.0,7631300.0,3491247.0,8399063.0,1594686.0,2349670.0,-1851091.0,-844817.0,5413840.0,5159151.0,-135813.0,6500000.0,3500000.0,0.0,2900000.0,1200000.0,1700000.0
,otherWorkingCapital,121970000.0,88407000.0,167813000.0,95514000.0,136577000.0,70276000.0,81944000.0,55732000.0,146070000.0,167772000.0,144886000.0,77460000.0,77460000.0,33932000.0,182546000.0,294252410.0,271262541.0,242471574.0,186647923.0,146296560.0,147903540.0,118506281.0,111675264.0,127989252.0,82169587.0,69845067.0,40780498.0,2800000.0,25600000.0,15800000.0,13900000.0,5300000.0,6800000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,376029.0,0.0,0.0,-1.0,332598.0,0.0,0.0,0.0,0.0,0.0,0.0,2339937.0,40100000.0,17500000.0,14200000.0,10500000.0,8500000.0,5400000.0
,netCashProvidedByOperatingActivites,178850000.0,146372000.0,146543000.0,109538000.0,155781000.0,190472000.0,172453000.0,111235000.0,102173000.0,99080000.0,98607000.0,101103000.0,101103000.0,121812000.0,119597000.0,128074351.0,104941263.0,103518603.0,97084309.0,67884748.0,61252300.0,49911710.0,45613866.0,52735356.0,46760445.0,48314229.0,38107504.0,42600000.0,25400000.0,19800000.0,18100000.0,12500000.0,9200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-204337000.0,-163780000.0,-169276000.0,-184114000.0,-86088000.0,-217253000.0,-204973000.0,-135195000.0,-66811000.0,-126257000.0,-14551000.0,-19708000.0,-79123000.0,-35949000.0,-43579000.0,-76056390.0,-49155034.0,-43899131.0,-47062344.0,-58469994.0,-29104777.0,-36335347.0,-18613595.0,-5511705.0,-22384516.0,-7491563.0,-382181.0,-3700000.0,-15900000.0,-18300000.0,-7600000.0,-14900000.0,-10700000.0
,acquisitionsNet,0.0,-62000000.0,0.0,-87000000.0,0.0,0.0,-3000000.0,-111000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18000000.0,0.0,0.0,0.0,0.0,-40573929.0,-25527595.0,-92915057.0,-10402125.0,-4182196.0,-40281980.0,0.0,-500000.0,0.0,0.0,-26941798.0,-1662903.0,0.0,-14100000.0,-8800000.0,0.0,0.0,-7100000.0
