Date,2018-12-31,2017-12-31
Cash and cash equivalents,10413000.0,5098000.0
Short-term investments,0.0,0.0
Cash and short-term investments,10413000.0,5098000.0
Receivables,8839000.0,9781000.0
Inventories,2887000.0,1633000.0
Total current assets,22963000.0,17001000.0
Property Plant & Equipment Net,30562000.0,20690000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,30562000.0,20690000.0
Total assets,53525000.0,37691000.0
Payables,5884000.0,3386000.0
Short-term debt,3031000.0,4381000.0
Total current liabilities,16981000.0,13149000.0
Long-term debt,394000.0,798000.0
Total debt,3425000.0,5179000.0
Deferred revenue,0.0,0.0
Tax Liabilities,152000.0,142000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,1511000.0,798000.0
Total liabilities,18492000.0,13947000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),29572000.0,20989000.0
Total shareholders equity,35033000.0,23744000.0
Investments,0.0,0.0
Net Debt,-6988000.0,81000.0
Other Assets,824000.0,489000.0
Other Liabilities,8066000.0,5382000.0
