date,,2020-12-31_FY,2019-12-31_FY,2018-12-30_FY,2017-12-31_FY,2016-12-25_FY,2015-12-27_FY,2014-12-28_FY,2013-12-29_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-670479000.0,-119842000.0,18196000.0,-915000.0,31641000.0,67614000.0,-3205000.0,794600000.0,-29803000.0,-21649000.0,-26044000.0
,depreciationAndAmortization,263819000.0,111882000.0,84791000.0,74394000.0,67774000.0,67752000.0,41450000.0,40100000.0,40627000.0,43393000.0,46122000.0
,deferredIncomeTax,-30175000.0,-87765000.0,202000.0,294000.0,-2862000.0,1167000.0,2821000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,26350000.0,11324000.0,3156000.0,3135000.0,2442000.0,1319000.0,59000.0,0.0,95000.0,462000.0,1715000.0
,changeInWorkingCapital,43096000.0,10897000.0,-9775000.0,-114940000.0,18117000.0,11524000.0,106639000.0,-4500000.0,10285000.0,-1597000.0,-5950000.0
,accountsReceivables,111506000.0,12608000.0,15000.0,4981000.0,14880000.0,-4255000.0,1781000.0,-16700000.0,3448000.0,2478000.0,6157000.0
,inventory,19965000.0,5150000.0,-4336000.0,1073000.0,-999000.0,2701000.0,1226000.0,-1700000.0,-2000.0,1714000.0,-682000.0
,accountsPayables,0.0,3958000.0,-2530000.0,-3996000.0,6010000.0,-14666000.0,-4292000.0,-1600000.0,1322000.0,2311000.0,-170000.0
,otherWorkingCapital,-26076000.0,60662000.0,49765000.0,59540000.0,174480000.0,156363000.0,144839000.0,38200000.0,-2185000.0,-878000.0,-3142000.0
,otherNonCashItems,27715000.0,-70042000.0,1539000.0,376000.0,6496000.0,-45279000.0,6900000.0,-834400000.0,1255000.0,1360000.0,1360000.0
,netCashProvidedByOperatingActivites,57770000.0,25535000.0,109559000.0,110806000.0,94800000.0,115319000.0,41446000.0,10200000.0,23499000.0,22439000.0,26453000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-36975000.0,-13978000.0,-11639000.0,-11090000.0,-10631000.0,-10155000.0,-5012000.0,-5200000.0,-4687000.0,-3330000.0,-4780000.0
,acquisitionsNet,0.0,-797000000.0,-204877000.0,-164000000.0,-137486000.0,-431126000.0,-77618000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-792000.0,0.0,-417000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,197111000.0,25420000.0,15832000.0,14972000.0,3701000.0,142583000.0,123709000.0,0.0,3643000.0,2599000.0,4156000.0
,netCashUsedForInvestingActivites,160136000.0,-785060000.0,-201476000.0,-160273000.0,-144833000.0,-298698000.0,-81603000.0,-4200000.0,-1044000.0,-731000.0,-624000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-681050000.0,-832908000.0,-3093000.0,-14443000.0,-3509000.0,-3135000.0,-4610000.0,0.0,-7140000.0,-11249000.0,-10513000.0
,commonStockIssued,4000.0,0.0,111099000.0,0.0,135849000.0,150866000.0,0.0,0.0,0.0,0.0,7000.0
,commonStockRepurchased,0.0,-1002000.0,110307000.0,-5665000.0,135432000.0,150866000.0,116737000.0,0.0,0.0,0.0,-11504000.0
,dividendsPaid,0.0,-91936000.0,-87195000.0,-75608000.0,-59760000.0,-57360000.0,-18212000.0,-149000000.0,0.0,0.0,0.0
,otherFinancingActivites,-17390000.0,-121141000.0,78506000.0,-4007000.0,-83000.0,262575000.0,123709000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-201342000.0,898913000.0,98525000.0,-79723000.0,72080000.0,206308000.0,132055000.0,-8700000.0,-7140000.0,-11249000.0,-22010000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1498000.0,-3494000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,18062000.0,135894000.0,6608000.0,-129190000.0,22047000.0,22929000.0,91898000.0,-2700000.0,15315000.0,10459000.0,3819000.0
,cashAtEndOfPeriod,206726000.0,188664000.0,49664000.0,43056000.0,168685000.0,146638000.0,123698000.0,31800000.0,34527000.0,19212000.0,8753000.0
,cashAtBeginningOfPeriod,188664000.0,52770000.0,43056000.0,172246000.0,146638000.0,123709000.0,31800000.0,34500000.0,19212000.0,8753000.0,4934000.0
,operatingCashFlow,57770000.0,25535000.0,109559000.0,110806000.0,94800000.0,115319000.0,41446000.0,10200000.0,23499000.0,22439000.0,26453000.0
,capitalExpenditure,-36975000.0,-13978000.0,-11639000.0,14972000.0,-10631000.0,-10155000.0,-5012000.0,-5200000.0,-4687000.0,-3330000.0,-4780000.0
,freeCashFlow,20795000.0,11557000.0,97920000.0,99716000.0,84169000.0,105164000.0,36434000.0,5000000.0,18812000.0,19109000.0,21673000.0
