date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,129366000.0,117232000.0,105568000.0,100867000.0,89151000.0,78352000.0,71097000.0,64549000.0,56735000.0,57685000.0,56060000.0,50908000.0,48720000.0,41446000.0,34628000.0,30727000.0,26183000.0,20664000.0,17364000.0,12550000.0
,costOfRevenue,44748000.0,37379000.0,31629000.0,30170000.0,26215000.0,24186000.0,22666000.0,19434000.0,15867000.0,17458000.0,14341000.0,13604000.0,14817000.0,10739000.0,9367000.0,8927000.0,7780000.0,0.0,6080000.0,4833000.0
,grossProfit,84618000.0,79853000.0,73939000.0,70697000.0,62936000.0,54166000.0,48431000.0,45115000.0,40868000.0,40227000.0,41719000.0,37304000.0,33903000.0,30707000.0,25261000.0,21800000.0,18403000.0,0.0,11284000.0,7717000.0
,grossProfitRatio,0.654097676360095,0.681153609935854,0.70039216429221,0.700893255475031,0.705948334847618,0.691316111905248,0.681196112353545,0.698926397000728,0.720331365118534,0.697356331802028,0.744184801997859,0.732772845132396,0.695874384236453,0.74089176277566,0.729496361326095,0.709473752725616,0.702860634763014,0.0,0.649850264915918,0.614900398406374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,10099000.0,9276000.0,8197000.0,6636000.0,6141000.0,5479000.0,4671000.0,5243000.0,5092000.0,4425000.0,5488000.0,5910000.0,5328000.0,4591000.0,3301000.0,3015000.0,2120000.0,0.0,1295000.0,862000.0
,GeneralAndAdministrativeExpenses,22501000.0,19055000.0,17689000.0,17010000.0,14354000.0,14010000.0,13889000.0,12576000.0,10973000.0,11228000.0,10506000.0,9852000.0,9999000.0,28977000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,23700000.0,30339000.0,27318000.0,25948000.0,26105000.0,22780000.0,22087000.0,22143000.0,20811000.0,19375000.0,19409000.0,17710000.0,19762000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,56300000.0,58670000.0,53204000.0,49594000.0,46600000.0,43013000.0,41336000.0,40597000.0,36876000.0,35028000.0,35403000.0,33472000.0,35089000.0,33575000.0,25683000.0,20380000.0,16811000.0,0.0,10451000.0,7999000.0
,costAndExpenses,101048000.0,96049000.0,84833000.0,79764000.0,72815000.0,67199000.0,64002000.0,60031000.0,52743000.0,52486000.0,49744000.0,47076000.0,49906000.0,44314000.0,35050000.0,29307000.0,24591000.0,0.0,16531000.0,12832000.0
,interestExpense,1310000.0,0.0,2000.0,21000.0,14000.0,0.0,5000.0,12000.0,1000.0,0.0,5000.0,26000.0,61000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,8395000.0,5416000.0,4324000.0,4055000.0,3591000.0,3394000.0,3334000.0,2793000.0,2234000.0,2037000.0,1376000.0,1419000.0,1593000.0,1394000.0,1308000.0,1208000.0,967000.0,0.0,0.0,0.0
,EBITDA,37061000.0,27095000.0,32770000.0,25182000.0,19847000.0,14818000.0,9659000.0,7133000.0,6228000.0,5789000.0,5406000.0,3660000.0,-1167000.0,-1308000.0,788000.0,1786000.0,2108000.0,20664000.0,961000.0,-602000.0
,EBITDARatio,0.286481764915047,0.231122901596834,0.31041603516217,0.249655486928331,0.222622292514947,0.189120890341025,0.1358566465533,0.110505197601822,0.109773508416321,0.100355378347924,0.0964323938637174,0.0718943977370944,-0.0239532019704434,-0.0315591371905612,0.0227561510916022,0.0581247762554105,0.0805102547454455,1.0,0.0553443906933886,-0.0479681274900398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,28318000.0,21183000.0,20735000.0,21103000.0,16336000.0,11153000.0,7095000.0,4518000.0,3992000.0,5199000.0,6316000.0,3832000.0,-1186000.0,-2868000.0,-422000.0,1420000.0,1592000.0,20664000.0,833000.0,-282000.0
,operatingIncomeRatio,0.218898319496622,0.180692984850553,0.196413685965444,0.209216096443832,0.183239672017139,0.142344802940576,0.0997932402211064,0.0699933383940882,0.0703622102758438,0.0901274161393777,0.112665001783803,0.0752730415651764,-0.0243431855500821,-0.0691984751242581,-0.0121866697470255,0.0462134279298337,0.0608028109842264,1.0,0.0479728173231974,-0.0224701195219124
,totalOtherIncomeExpensesNet,962000.0,-496000.0,-7709000.0,-3000.0,94000.0,-271000.0,775000.0,190000.0,-1000.0,1447000.0,2291000.0,1617000.0,1635000.0,-166000.0,98000.0,842000.0,451000.0,0.0,-128000.0,320000.0
,incomeBeforeTax,27356000.0,21679000.0,28444000.0,21106000.0,16242000.0,11424000.0,6320000.0,4328000.0,3993000.0,3752000.0,4025000.0,2215000.0,-2821000.0,-2702000.0,-520000.0,578000.0,1141000.0,0.0,961000.0,-602000.0
,incomeBeforeTaxRatio,0.211462053398884,0.184923911559984,0.269437708396484,0.209245838579516,0.182185281152202,0.145803553195834,0.0888926396331772,0.0670498381074842,0.0703798360800212,0.0650429054346884,0.0717980734926864,0.0435098609255913,-0.0579022988505747,-0.0651932635236211,-0.0150167494513111,0.0188108178474957,0.0435778940533934,0.0,0.0553443906933886,-0.0479681274900398
,incomeTaxExpense,6136000.0,3745000.0,5501000.0,3929000.0,5652000.0,3666000.0,2405000.0,1126000.0,1422000.0,1609000.0,-1988000.0,617000.0,493000.0,232000.0,652000.0,523000.0,214000.0,0.0,478000.0,3000.0
,netIncome,21220000.0,17934000.0,22943000.0,17177000.0,10590000.0,7758000.0,3915000.0,3202000.0,2571000.0,2143000.0,6013000.0,1598000.0,-3314000.0,-2934000.0,-1172000.0,55000.0,927000.0,-222000.0,483000.0,-605000.0
,netIncomeRatio,0.164030734505202,0.152978708884946,0.217329114883298,0.170293554879197,0.118787226166841,0.0990147028793139,0.0550656145828938,0.0496057258826628,0.0453159425398784,0.0371500390049406,0.107260078487335,0.0313899583562505,-0.0680213464696223,-0.0707909086522222,-0.0338454429941088,0.00178995671559215,0.0354046518733529,-0.0107433217189315,0.0278161713890809,-0.048207171314741
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,1.07101398071973,0.91,1.18,0.91,0.57,0.44,0.24,0.21,0.17,0.14,0.38,0.101867788614777,-0.21,-0.19,-0.15,0.01,0.1,-0.04,0.06,-0.08
,EPSDiluted,1.07101398071973,0.88,1.13,0.86,0.55,0.42,0.23,0.2,0.16,0.13,0.37,0.100402111083187,-0.21,-0.19,-0.15,0.01,0.1,-0.04,0.06,-0.08
,weightedAverageShsOut,20246000.0,19813000.0,19426000.0,18961000.0,18485000.0,17764000.0,16614000.0,15317000.0,15194000.0,15458000.0,15627000.0,15687000.0,15572000.0,15398000.0,9904000.0,8246000.0,7941000.0,7649726.0,7291000.0,7160000.0
,weightedAverageShsOutDil,20254000.0,20326000.0,20242000.0,20033000.0,19241000.0,18316000.0,17008000.0,15764000.0,15638000.0,15989000.0,16114000.0,15916000.0,15572000.0,15398000.0,9904000.0,8701000.0,8354000.0,7649726.0,7693000.0,7160000.0
